# Time(ps) Rg(Angstrom)
0.0050000000000000001041 3.5466182692392931308
0.0051000000000000003664 3.5484935741320504654
0.0051999999999999997613 3.5468851470723792296
0.0053000000000000000236 3.5494483863595216455
0.0054000000000000002859 3.5467462158332185851
0.0054999999999999996808 3.5487576603178481172
0.0056000000000000008105 3.545916379529537199
0.0057000000000000002054 3.5486193502198251082
0.0057999999999999996003 3.5479493876061929392
0.00590000000000000073 3.5469457742877072981
0.0060000000000000001249 3.5492363554309429574
0.0061000000000000003872 3.5466617524204666623
0.0061999999999999997821 3.5496677326147954012
0.0063000000000000000444 3.5451313675199513931
0.0064000000000000003067 3.5499774453456951484
0.0064999999999999997016 3.5466282518060125994
0.0066000000000000008313 3.5490579731332725366
0.0067000000000000002262 3.5470167534695473677
0.0067999999999999996211 3.5483004516577785203
0.0069000000000000007508 3.549057103137310154
0.0070000000000000001457 3.5474790730268175309
0.007100000000000000408 3.5511888081525957439
0.0071999999999999998029 3.5464536717868964111
0.0073000000000000000652 3.5518209717239512813
0.0074000000000000003275 3.5466699769558456268
0.0074999999999999997224 3.549909691732047623
0.0076000000000000008521 3.5469454543698444304
0.007700000000000000247 3.5492990274017177654
0.007799999999999999642 3.5490674719091379608
0.0079000000000000007716 3.5467271362758538977
0.0080000000000000001665 3.5511968450354811644
0.0080999999999999995615 3.5466071571343107394
0.0081999999999999989564 3.5524914772307218946
0.008300000000000000086 3.5469454180323887194
0.0084000000000000012157 3.5517827974414584169
0.0085000000000000006106 3.5484796542659067242
0.0086000000000000000056 3.5493193617482479141
0.0087000000000000011352 3.5504193321891577284
0.0088000000000000005301 3.5486104215864040512
0.0088999999999999999251 3.5509773893210505591
0.00899999999999999932 3.547094086774369881
