# Time(ps) T_C60(K) T_water(K)
0.0050000000000000001041 180.51426845535473831 300.53863379707911463
0.0051000000000000003664 131.19594541257598053 156.57851984288993208
0.0051999999999999997613 108.81729738566303922 158.78726635283229029
0.0053000000000000000236 116.19087796126625278 161.48219150226998408
0.0054000000000000002859 103.45651192509730265 162.11717398904093557
0.0054999999999999996808 112.06417587056509433 165.70780128729131775
0.0056000000000000008105 116.4778015718722628 170.34924061476158386
0.0057000000000000002054 116.34382014898949365 170.09731676236262388
0.0057999999999999996003 133.19502135505902629 173.41551791364994983
0.00590000000000000073 116.7029111539927726 177.45439845536603229
0.0060000000000000001249 134.82215884973604147 179.32734173056135774
0.0061000000000000003872 133.58522344100364876 183.58906236830407011
0.0061999999999999997821 130.43516623668401166 186.93359904448274733
0.0063000000000000000444 141.1179595480242881 187.48363772716945164
0.0064000000000000003067 158.27645352587364869 191.19088627714700124
0.0064999999999999997016 151.35371948478316995 193.27236363395741137
0.0066000000000000008313 153.46586370830291912 197.66537194274567923
0.0067000000000000002262 140.3115832703678052 202.27851620451357917
0.0067999999999999996211 148.4833650019870106 205.65885791727239962
0.0069000000000000007508 146.8884754907910235 208.71880172617869675
0.0070000000000000001457 162.86787641754523293 212.77638384602818178
0.007100000000000000408 165.51735647851501199 212.90178787839809615
0.0071999999999999998029 146.84595721788619471 217.50150239041596478
0.0073000000000000000652 163.12547744799812222 223.42516414119253909
0.0074000000000000003275 157.0899205354402568 224.59645007245424608
0.0074999999999999997224 155.82313390213329285 229.92769823501663495
0.0076000000000000008521 182.29503804107199016 230.93606601845777959
0.007700000000000000247 212.34809989005387365 236.37581224438554273
0.007799999999999999642 188.06428144071179531 238.56830590174212148
0.0079000000000000007716 178.95085393367119764 241.9050040318376773
0.0080000000000000001665 193.72268675653938885 247.45298688867231363
0.0080999999999999995615 191.43753647233717174 249.29088564186025678
0.0081999999999999989564 215.29345424969156397 251.09096782286201233
0.008300000000000000086 235.73216743489697933 256.48940180090443164
0.0084000000000000012157 201.48851746471422075 256.63722054071257617
0.0085000000000000006106 211.49721928031829066 262.55426795477825408
0.0086000000000000000056 205.38683685772610943 267.20932285521581662
0.0087000000000000011352 220.26632158001282846 268.49705723633900334
0.0088000000000000005301 236.10317112690020735 269.04134426947155134
0.0088999999999999999251 221.75965556845335414 272.48085154671855435
0.00899999999999999932 247.46133888096522924 273.66148808586257246
