# Time-averaged data for fix thermo_detailed
# TimeStep v_temp v_press v_pe v_ke v_vol v_dens
600100 298.234283 -33.606110 -21071.984375 3336.429932 54561.433594 1.045579
600200 298.719208 -68.035576 -20987.644531 3341.854980 54542.304688 1.045946
600300 299.003510 -85.170845 -20947.003906 3345.035645 54575.585938 1.045308
600400 299.210114 -92.546341 -20909.923828 3347.347168 54600.085938 1.044839
600500 299.363983 -93.601692 -20878.689453 3349.068359 54622.742188 1.044405
600600 299.472809 -91.648727 -20854.042969 3350.285889 54641.085938 1.044055
600700 299.546387 -88.644569 -20835.375000 3351.108887 54654.957031 1.043790
600800 299.594543 -85.587700 -20821.568359 3351.647949 54665.082031 1.043597
600900 299.625397 -82.905815 -20811.521484 3351.992920 54672.292969 1.043459
601000 299.644897 -80.728447 -20804.281250 3352.210938 54677.351562 1.043362
601100 299.657166 -79.033562 -20799.107422 3352.348389 54680.835938 1.043296
601200 299.664948 -77.747215 -20795.421875 3352.435303 54683.210938 1.043251
601300 299.669861 -76.786125 -20792.798828 3352.490479 54684.777344 1.043221
601400 299.673096 -76.071793 -20790.933594 3352.526367 54685.804688 1.043201
601500 299.675232 -75.544388 -20789.607422 3352.550537 54686.449219 1.043189
601600 299.676697 -75.154160 -20788.658203 3352.566650 54686.816406 1.043182
601700 299.677765 -74.868835 -20787.976562 3352.578857 54687.007812 1.043178
601800 299.678558 -74.661407 -20787.490234 3352.587891 54687.085938 1.043177
601900 299.679169 -74.513176 -20787.142578 3352.594482 54687.085938 1.043177
602000 299.679657 -74.407646 -20786.898438 3352.600098 54687.031250 1.043178
602100 299.680084 -74.337700 -20786.726562 3352.604736 54686.953125 1.043179
602200 299.680450 -74.293129 -20786.607422 3352.608887 54686.855469 1.043181
602300 299.680756 -74.266083 -20786.533203 3352.612305 54686.750000 1.043183
602400 299.681061 -74.256477 -20786.486328 3352.615479 54686.640625 1.043185
602500 299.681305 -74.256752 -20786.466797 3352.618652 54686.539062 1.043187
602600 299.681549 -74.262596 -20786.460938 3352.621094 54686.421875 1.043189
602700 299.681763 -74.278748 -20786.468750 3352.623535 54686.320312 1.043191
602800 299.681946 -74.295143 -20786.488281 3352.625488 54686.214844 1.043193
602900 299.682159 -74.318451 -20786.517578 3352.627686 54686.121094 1.043195
603000 299.682343 -74.340149 -20786.542969 3352.630127 54686.027344 1.043197
603100 299.682526 -74.362343 -20786.576172 3352.632080 54685.933594 1.043199
603200 299.682709 -74.386154 -20786.613281 3352.634033 54685.847656 1.043200
603300 299.682861 -74.412025 -20786.652344 3352.635742 54685.753906 1.043202
603400 299.683044 -74.438080 -20786.689453 3352.637695 54685.675781 1.043204
603500 299.683167 -74.461716 -20786.730469 3352.639404 54685.597656 1.043205
603600 299.683319 -74.488716 -20786.769531 3352.640869 54685.527344 1.043206
603700 299.683441 -74.508125 -20786.802734 3352.642334 54685.453125 1.043208
603800 299.683624 -74.528557 -20786.843750 3352.644287 54685.386719 1.043209
603900 299.683777 -74.553162 -20786.882812 3352.645996 54685.316406 1.043210
604000 299.683899 -74.575821 -20786.919922 3352.647217 54685.250000 1.043212
604100 299.684021 -74.596207 -20786.955078 3352.648926 54685.187500 1.043213
604200 299.684174 -74.613792 -20786.990234 3352.650635 54685.125000 1.043214
604300 299.684326 -74.632881 -20787.023438 3352.652100 54685.062500 1.043215
604400 299.684448 -74.651123 -20787.054688 3352.653564 54685.011719 1.043216
604500 299.684570 -74.669296 -20787.089844 3352.654785 54684.949219 1.043217
604600 299.684662 -74.685158 -20787.121094 3352.655762 54684.890625 1.043218
604700 299.684784 -74.703018 -20787.152344 3352.657227 54684.835938 1.043220
604800 299.684937 -74.720528 -20787.181641 3352.659180 54684.789062 1.043221
