# TimeStep Temp Press PotEng KinEng Volume Density
0 296.91 -53.11 -21141.55 3350.00 54000.00 1.0458
100 298.15 -160.83 -21060.85 3350.00 54000.00 1.0472
200 298.74 -166.90 -21039.46 3350.00 54000.00 1.0473
300 299.14 -162.04 -21015.58 3350.00 54000.00 1.0476
400 299.41 -152.80 -20993.12 3350.00 54000.00 1.0477
500 299.59 -142.88 -20974.04 3350.00 54000.00 1.0478
600 299.71 -133.79 -20958.64 3350.00 54000.00 1.0478
700 299.79 -126.07 -20946.58 3350.00 54000.00 1.0477
800 299.85 -119.77 -20937.30 3350.00 54000.00 1.0477
900 299.88 -114.75 -20930.26 3350.00 54000.00 1.0476
1000 299.91 -110.82 -20924.97 3350.00 54000.00 1.0476
1100 299.93 -107.77 -20921.02 3350.00 54000.00 1.0476
1200 299.94 -105.43 -20918.09 3350.00 54000.00 1.0475
1300 299.95 -103.62 -20915.92 3350.00 54000.00 1.0475
1400 299.96 -102.24 -20914.31 3350.00 54000.00 1.0475
1500 299.96 -101.18 -20913.13 3350.00 54000.00 1.0475
1600 299.96 -100.37 -20912.25 3350.00 54000.00 1.0475
1700 299.97 -99.73 -20911.60 3350.00 54000.00 1.0475
1800 299.97 -99.24 -20911.12 3350.00 54000.00 1.0475
1900 299.97 -98.87 -20910.76 3350.00 54000.00 1.0475
2000 299.97 -98.57 -20910.50 3350.00 54000.00 1.0475
2100 299.98 -98.34 -20910.31 3350.00 54000.00 1.0475
2200 299.98 -98.16 -20910.15 3350.00 54000.00 1.0475
2300 299.98 -98.02 -20910.05 3350.00 54000.00 1.0475
2400 299.98 -97.90 -20909.97 3350.00 54000.00 1.0475
2500 299.98 -97.80 -20909.92 3350.00 54000.00 1.0475
2600 299.98 -97.73 -20909.88 3350.00 54000.00 1.0475
2700 299.98 -97.67 -20909.86 3350.00 54000.00 1.0475
2800 299.98 -97.62 -20909.84 3350.00 54000.00 1.0475
2900 299.98 -97.57 -20909.84 3350.00 54000.00 1.0475
3000 299.98 -97.53 -20909.83 3350.00 54000.00 1.0475
3100 299.98 -97.51 -20909.84 3350.00 54000.00 1.0475
3200 299.98 -97.48 -20909.85 3350.00 54000.00 1.0475
3300 299.98 -97.46 -20909.85 3350.00 54000.00 1.0475
3400 299.98 -97.44 -20909.87 3350.00 54000.00 1.0475
3500 299.98 -97.42 -20909.88 3350.00 54000.00 1.0475
3600 299.98 -97.41 -20909.89 3350.00 54000.00 1.0475
3700 299.98 -97.39 -20909.91 3350.00 54000.00 1.0475
3800 299.98 -97.38 -20909.93 3350.00 54000.00 1.0475
3900 299.98 -97.37 -20909.94 3350.00 54000.00 1.0475
4000 299.98 -97.36 -20909.96 3350.00 54000.00 1.0475
4100 299.98 -97.35 -20909.98 3350.00 54000.00 1.0475
4200 299.98 -97.34 -20910.00 3350.00 54000.00 1.0475
4300 299.98 -97.34 -20910.01 3350.00 54000.00 1.0475
4400 299.98 -97.33 -20910.03 3350.00 54000.00 1.0475
4500 299.98 -97.32 -20910.04 3350.00 54000.00 1.0475
4600 299.98 -97.32 -20910.06 3350.00 54000.00 1.0475
4700 299.98 -97.31 -20910.07 3350.00 54000.00 1.0475
4800 299.98 -97.31 -20910.09 3350.00 54000.00 1.0475
4900 299.98 -97.30 -20910.10 3350.00 54000.00 1.0475
5000 299.98 -97.30 -20910.12 3350.00 54000.00 1.0475
5100 299.98 -97.29 -20910.12 3350.00 54000.00 1.0475
5200 299.99 -97.28 -20910.14 3350.00 54000.00 1.0475
5300 299.99 -97.28 -20910.15 3350.00 54000.00 1.0475
5400 299.99 -97.28 -20910.17 3350.00 54000.00 1.0475
5500 299.99 -97.27 -20910.18 3350.00 54000.00 1.0475
5600 299.99 -97.27 -20910.19 3350.00 54000.00 1.0475
5700 299.99 -97.26 -20910.20 3350.00 54000.00 1.0475
5800 299.99 -97.26 -20910.21 3350.00 54000.00 1.0475
5900 299.99 -97.26 -20910.22 3350.00 54000.00 1.0475
6000 299.99 -97.26 -20910.23 3350.00 54000.00 1.0475
6100 299.99 -97.25 -20910.24 3350.00 54000.00 1.0475
6200 299.99 -97.25 -20910.25 3350.00 54000.00 1.0475
6300 299.99 -97.24 -20910.26 3350.00 54000.00 1.0475
6400 299.99 -97.24 -20910.27 3350.00 54000.00 1.0475
6500 299.99 -97.24 -20910.28 3350.00 54000.00 1.0475
6600 299.99 -97.24 -20910.29 3350.00 54000.00 1.0475
6700 299.99 -97.24 -20910.29 3350.00 54000.00 1.0475
6800 299.99 -97.23 -20910.30 3350.00 54000.00 1.0475
6900 299.99 -97.23 -20910.31 3350.00 54000.00 1.0475
7000 299.99 -97.23 -20910.31 3350.00 54000.00 1.0475
7100 299.99 -97.22 -20910.32 3350.00 54000.00 1.0475
7200 299.99 -97.22 -20910.33 3350.00 54000.00 1.0475
7300 299.99 -97.22 -20910.34 3350.00 54000.00 1.0475
7400 299.99 -97.22 -20910.35 3350.00 54000.00 1.0475
7500 299.99 -97.22 -20910.36 3350.00 54000.00 1.0475
7600 299.99 -97.22 -20910.36 3350.00 54000.00 1.0475
7700 299.99 -97.21 -20910.37 3350.00 54000.00 1.0475
7800 299.99 -97.21 -20910.37 3350.00 54000.00 1.0475
7900 299.99 -97.21 -20910.38 3350.00 54000.00 1.0475
8000 299.99 -97.21 -20910.38 3350.00 54000.00 1.0475
8100 299.99 -97.21 -20910.38 3350.00 54000.00 1.0475
8200 299.99 -97.20 -20910.38 3350.00 54000.00 1.0475
8300 299.99 -97.20 -20910.38 3350.00 54000.00 1.0475
8400 299.99 -97.20 -20910.39 3350.00 54000.00 1.0475
8500 299.99 -97.20 -20910.40 3350.00 54000.00 1.0475
8600 299.99 -97.20 -20910.41 3350.00 54000.00 1.0475
8700 299.99 -97.19 -20910.42 3350.00 54000.00 1.0475
8800 299.99 -97.19 -20910.43 3350.00 54000.00 1.0475
8900 299.99 -97.19 -20910.43 3350.00 54000.00 1.0475
9000 299.99 -97.19 -20910.44 3350.00 54000.00 1.0475
9100 299.99 -97.19 -20910.45 3350.00 54000.00 1.0475
9200 299.99 -97.19 -20910.45 3350.00 54000.00 1.0475
