# Time-averaged data for fix thermo_detailed
# TimeStep v_temp v_press v_pe v_ke v_vol v_dens
600100 298.292877 -31.684280 -21061.908203 3337.085693 54551.812500 1.045763
600200 298.696869 -56.864937 -20967.187500 3341.605469 54528.527344 1.046210
600300 298.983948 -74.137634 -20928.953125 3344.816895 54572.062500 1.045375
600400 299.187958 -81.974129 -20893.429688 3347.099121 54601.304688 1.044816
600500 299.337616 -83.254448 -20863.570312 3348.773438 54626.519531 1.044333
600600 299.442352 -81.403625 -20840.119141 3349.945068 54646.132812 1.043958
600700 299.512634 -78.442802 -20822.492188 3350.731445 54660.566406 1.043683
600800 299.558350 -75.408791 -20809.615234 3351.242920 54670.839844 1.043487
600900 299.587585 -72.763519 -20800.396484 3351.569824 54678.023438 1.043350
601000 299.606171 -70.639908 -20793.884766 3351.778076 54682.988281 1.043255
601100 299.618073 -69.021545 -20789.347656 3351.911133 54686.371094 1.043190
601200 299.625763 -67.838058 -20786.212891 3351.997070 54688.660156 1.043147
601300 299.630920 -66.998589 -20784.072266 3352.054688 54690.183594 1.043118
601400 299.634460 -66.418167 -20782.615234 3352.094482 54691.195312 1.043098
601500 299.637054 -66.027435 -20781.640625 3352.123535 54691.839844 1.043086
601600 299.639008 -65.768181 -20780.984375 3352.145264 54692.250000 1.043078
601700 299.640533 -65.603508 -20780.544922 3352.162109 54692.484375 1.043074
601800 299.641754 -65.504639 -20780.253906 3352.176025 54692.609375 1.043071
601900 299.642761 -65.444038 -20780.060547 3352.187256 54692.660156 1.043070
602000 299.643616 -65.409927 -20779.929688 3352.196777 54692.656250 1.043070
602100 299.644379 -65.393745 -20779.833984 3352.205322 54692.628906 1.043071
602200 299.645050 -65.388184 -20779.765625 3352.212646 54692.566406 1.043072
602300 299.645630 -65.382812 -20779.712891 3352.219238 54692.496094 1.043074
602400 299.646118 -65.375435 -20779.660156 3352.224854 54692.410156 1.043075
602500 299.646576 -65.366737 -20779.617188 3352.229736 54692.312500 1.043077
602600 299.646973 -65.354607 -20779.572266 3352.234375 54692.207031 1.043079
602700 299.647308 -65.336868 -20779.523438 3352.238037 54692.105469 1.043081
602800 299.647614 -65.312630 -20779.476562 3352.241455 54691.996094 1.043083
602900 299.647888 -65.279488 -20779.417969 3352.244629 54691.886719 1.043085
603000 299.648102 -65.243256 -20779.359375 3352.247070 54691.773438 1.043087
603100 299.648285 -65.203087 -20779.298828 3352.249023 54691.660156 1.043089
603200 299.648438 -65.156700 -20779.228516 3352.250732 54691.542969 1.043092
603300 299.648560 -65.099983 -20779.152344 3352.251953 54691.425781 1.043094
603400 299.648682 -65.043472 -20779.072266 3352.253174 54691.304688 1.043096
603500 299.648743 -64.980713 -20778.990234 3352.254150 54691.187500 1.043098
603600 299.648834 -64.919693 -20778.904297 3352.255127 54691.074219 1.043101
603700 299.648895 -64.856445 -20778.820312 3352.255859 54690.957031 1.043103
603800 299.648956 -64.792122 -20778.732422 3352.256592 54690.847656 1.043105
603900 299.649048 -64.732803 -20778.650391 3352.257568 54690.742188 1.043107
604000 299.649109 -64.672363 -20778.568359 3352.258301 54690.636719 1.043109
604100 299.649170 -64.616432 -20778.490234 3352.258789 54690.539062 1.043111
604200 299.649231 -64.567406 -20778.416016 3352.259521 54690.433594 1.043113
604300 299.649323 -64.519409 -20778.343750 3352.260498 54690.347656 1.043114
604400 299.649414 -64.477623 -20778.277344 3352.261475 54690.261719 1.043116
604500 299.649506 -64.444206 -20778.222656 3352.262451 54690.179688 1.043118
604600 299.649628 -64.411774 -20778.171875 3352.264160 54690.097656 1.043119
604700 299.649750 -64.387482 -20778.126953 3352.265381 54690.023438 1.043121
604800 299.649872 -64.370247 -20778.087891 3352.266846 54689.957031 1.043122
604900 299.650024 -64.357384 -20778.060547 3352.268555 54689.894531 1.043123
605000 299.650146 -64.348541 -20778.035156 3352.269775 54689.820312 1.043124
605100 299.650269 -64.342178 -20778.019531 3352.270996 54689.757812 1.043126
605200 299.650391 -64.340225 -20778.003906 3352.272461 54689.695312 1.043127
605300 299.650513 -64.341743 -20777.994141 3352.274170 54689.640625 1.043128
605400 299.650696 -64.343307 -20777.990234 3352.276123 54689.589844 1.043129
605500 299.650818 -64.350723 -20777.992188 3352.277344 54689.531250 1.043130
605600 299.650940 -64.357552 -20778.000000 3352.278564 54689.480469 1.043131
605700 299.651093 -64.364479 -20778.003906 3352.280273 54689.425781 1.043132
605800 299.651215 -64.377495 -20778.019531 3352.281738 54689.386719 1.043133
605900 299.651337 -64.387169 -20778.027344 3352.282959 54689.343750 1.043134
606000 299.651489 -64.400902 -20778.041016 3352.284912 54689.292969 1.043135
606100 299.651611 -64.412895 -20778.056641 3352.286377 54689.242188 1.043136
606200 299.651733 -64.424759 -20778.070312 3352.287598 54689.199219 1.043136
606300 299.651855 -64.438026 -20778.085938 3352.288818 54689.152344 1.043137
606400 299.651947 -64.452438 -20778.107422 3352.289795 54689.109375 1.043138
606500 299.652069 -64.468224 -20778.126953 3352.291260 54689.070312 1.043139
606600 299.652191 -64.482780 -20778.148438 3352.292480 54689.023438 1.043140
