# Radial distribution function: CC
# Row Dist g(r)
1 0.500000 0.010072
2 0.597990 0.000009
3 0.695980 0.001887
4 0.793970 0.003167
5 0.891960 0.016900
6 0.989950 0.000646
7 1.087940 0.005168
8 1.185930 0.004385
9 1.283920 0.003221
10 1.381910 0.000139
11 1.479899 0.006861
12 1.577889 0.000103
13 1.675879 0.002967
14 1.773869 0.003239
15 1.871859 0.007501
16 1.969849 0.004576
17 2.067839 0.000082
18 2.165829 0.000512
19 2.263819 0.000273
20 2.361809 0.000477
21 2.459799 0.000697
22 2.557789 0.003526
23 2.655779 0.006261
24 2.753769 0.000111
25 2.851759 0.013275
26 2.949749 0.002562
27 3.047739 0.001047
28 3.145729 0.011241
29 3.243719 0.013282
30 3.341709 0.013703
31 3.439698 0.006288
32 3.537688 0.002840
33 3.635678 0.008719
34 3.733668 0.006015
35 3.831658 0.004137
36 3.929648 0.008227
37 4.027638 0.002532
38 4.125628 0.009887
39 4.223618 0.007752
40 4.321608 0.000195
41 4.419598 0.002492
42 4.517588 0.008515
43 4.615578 0.000153
44 4.713568 0.008281
45 4.811558 0.003460
46 4.909548 0.000023
47 5.007538 0.223497
48 5.105528 1.062057
49 5.203518 0.652088
50 5.301508 1.886916
51 5.399497 3.650524
52 5.497487 5.749928
53 5.595477 5.923057
54 5.693467 8.464387
55 5.791457 9.662848
56 5.889447 11.367493
57 5.987437 11.723596
58 6.085427 13.012031
59 6.183417 14.029873
60 6.281407 14.316249
61 6.379397 14.957578
62 6.477387 15.127138
63 6.575377 15.580494
64 6.673367 15.341107
65 6.771357 15.284737
66 6.869347 15.555824
67 6.967337 15.938354
68 7.065327 16.081024
69 7.163317 15.619712
70 7.261307 15.672988
71 7.359296 15.869438
72 7.457286 16.280615
73 7.555276 15.924339
74 7.653266 15.904078
75 7.751256 15.525039
76 7.849246 15.877142
77 7.947236 15.417925
78 8.045226 15.166680
79 8.143216 15.092899
80 8.241206 14.925001
81 8.339196 14.849443
82 8.437186 14.223793
83 8.535176 14.035776
84 8.633166 14.214705
85 8.731156 13.703936
86 8.829146 13.892538
87 8.927136 12.928017
88 9.025126 12.861052
89 9.123116 12.657052
90 9.221106 12.354964
91 9.319095 11.924620
92 9.417085 11.518364
93 9.515075 11.166459
94 9.613065 11.092576
95 9.711055 10.223625
96 9.809045 9.268594
97 9.907035 9.821453
98 10.005025 9.037724
99 10.103015 7.954473
100 10.201005 7.325991
101 10.298995 7.271791
102 10.396985 6.495180
103 10.494975 5.439295
104 10.592965 4.831191
105 10.690955 5.266440
106 10.788945 3.965165
107 10.886935 3.333438
108 10.984925 2.871082
109 11.082915 2.803232
110 11.180905 2.439984
111 11.278894 1.812161
112 11.376884 1.301385
113 11.474874 1.461366
114 11.572864 0.892536
115 11.670854 0.594458
116 11.768844 0.395181
117 11.866834 0.441237
118 11.964824 0.320752
119 12.062814 0.235540
120 12.160804 0.168601
121 12.258794 0.166593
122 12.356784 0.091732
123 12.454774 0.074792
124 12.552764 0.091508
125 12.650754 0.083975
126 12.748744 0.082822
127 12.846734 0.075216
128 12.944724 0.120597
129 13.042714 0.081104
130 13.140704 0.096756
131 13.238693 0.142939
132 13.336683 0.102864
133 13.434673 0.211918
134 13.532663 0.072043
135 13.630653 0.166826
136 13.728643 0.139185
137 13.826633 0.079978
138 13.924623 0.131985
139 14.022613 0.155071
140 14.120603 0.139433
141 14.218593 0.179082
142 14.316583 0.268598
143 14.414573 0.269228
144 14.512563 0.265880
145 14.610553 0.161884
146 14.708543 0.227339
147 14.806533 0.110940
148 14.904523 0.096525
149 15.002513 0.114390
150 15.100503 0.102623
151 15.198492 0.078791
152 15.296482 0.095045
153 15.394472 0.069053
154 15.492462 0.097968
155 15.590452 0.143068
156 15.688442 0.067625
157 15.786432 0.079056
158 15.884422 0.190635
159 15.982412 0.173997
160 16.080402 0.169764
161 16.178392 0.155847
162 16.276382 0.229492
163 16.374372 0.181782
164 16.472362 0.232377
165 16.570352 0.296703
166 16.668342 0.216996
167 16.766332 0.174043
168 16.864322 0.236802
169 16.962312 0.076104
170 17.060302 0.275688
171 17.158291 0.202025
172 17.256281 0.308474
173 17.354271 0.344239
174 17.452261 0.409963
175 17.550251 0.261815
176 17.648241 0.357834
177 17.746231 0.308335
178 17.844221 0.307665
179 17.942211 0.259572
180 18.040201 0.219103
181 18.138191 0.326313
182 18.236181 0.342561
183 18.334171 0.284350
184 18.432161 0.231967
185 18.530151 0.271467
186 18.628141 0.352782
187 18.726131 0.447805
188 18.824121 0.376313
189 18.922111 0.386985
190 19.020101 0.297390
191 19.118090 0.295361
192 19.216080 0.208886
193 19.314070 0.219665
194 19.412060 0.288491
195 19.510050 0.387725
196 19.608040 0.375159
197 19.706030 0.295031
198 19.804020 0.358426
199 19.902010 0.439595
200 20.000000 0.515948
