# TimeStep Temp Press PotEng KinEng Volume Density
0 296.83 16.53 -21140.62 3350.00 54000.00 1.0459
100 298.05 -169.56 -21053.45 3350.00 54000.00 1.0456
200 298.53 -209.20 -21031.76 3350.00 54000.00 1.0456
300 298.83 -229.68 -21014.96 3350.00 54000.00 1.0455
400 299.03 -238.67 -21000.71 3350.00 54000.00 1.0453
500 299.17 -241.84 -20989.11 3350.00 54000.00 1.0453
600 299.26 -242.13 -20979.89 3350.00 54000.00 1.0452
700 299.34 -241.04 -20972.66 3350.00 54000.00 1.0452
800 299.39 -239.37 -20967.01 3350.00 54000.00 1.0452
900 299.43 -237.52 -20962.61 3350.00 54000.00 1.0452
1000 299.47 -235.70 -20959.20 3350.00 54000.00 1.0452
1100 299.49 -234.01 -20956.57 3350.00 54000.00 1.0452
1200 299.52 -232.48 -20954.55 3350.00 54000.00 1.0452
1300 299.53 -231.14 -20953.01 3350.00 54000.00 1.0452
1400 299.55 -229.96 -20951.84 3350.00 54000.00 1.0452
1500 299.56 -228.97 -20950.96 3350.00 54000.00 1.0452
1600 299.56 -228.13 -20950.30 3350.00 54000.00 1.0452
1700 299.57 -227.42 -20949.81 3350.00 54000.00 1.0452
1800 299.58 -226.83 -20949.45 3350.00 54000.00 1.0452
1900 299.58 -226.33 -20949.18 3350.00 54000.00 1.0452
2000 299.58 -225.92 -20948.99 3350.00 54000.00 1.0452
2100 299.59 -225.58 -20948.85 3350.00 54000.00 1.0452
2200 299.59 -225.31 -20948.76 3350.00 54000.00 1.0452
2300 299.59 -225.08 -20948.69 3350.00 54000.00 1.0452
2400 299.59 -224.89 -20948.63 3350.00 54000.00 1.0452
2500 299.59 -224.74 -20948.60 3350.00 54000.00 1.0452
2600 299.59 -224.61 -20948.58 3350.00 54000.00 1.0452
2700 299.59 -224.51 -20948.57 3350.00 54000.00 1.0452
2800 299.60 -224.42 -20948.57 3350.00 54000.00 1.0452
2900 299.60 -224.35 -20948.57 3350.00 54000.00 1.0452
3000 299.60 -224.29 -20948.57 3350.00 54000.00 1.0452
3100 299.60 -224.25 -20948.58 3350.00 54000.00 1.0452
3200 299.60 -224.21 -20948.58 3350.00 54000.00 1.0452
3300 299.60 -224.18 -20948.59 3350.00 54000.00 1.0452
3400 299.60 -224.15 -20948.60 3350.00 54000.00 1.0452
3500 299.60 -224.13 -20948.60 3350.00 54000.00 1.0452
3600 299.60 -224.11 -20948.61 3350.00 54000.00 1.0452
3700 299.60 -224.09 -20948.61 3350.00 54000.00 1.0452
3800 299.60 -224.08 -20948.62 3350.00 54000.00 1.0452
3900 299.60 -224.07 -20948.62 3350.00 54000.00 1.0452
4000 299.60 -224.06 -20948.63 3350.00 54000.00 1.0452
4100 299.60 -224.05 -20948.63 3350.00 54000.00 1.0452
4200 299.60 -224.05 -20948.64 3350.00 54000.00 1.0452
4300 299.60 -224.04 -20948.64 3350.00 54000.00 1.0452
4400 299.60 -224.04 -20948.64 3350.00 54000.00 1.0452
4500 299.60 -224.03 -20948.65 3350.00 54000.00 1.0452
4600 299.60 -224.03 -20948.65 3350.00 54000.00 1.0452
4700 299.60 -224.03 -20948.65 3350.00 54000.00 1.0452
4800 299.60 -224.02 -20948.65 3350.00 54000.00 1.0452
4900 299.60 -224.02 -20948.65 3350.00 54000.00 1.0452
5000 299.60 -224.01 -20948.66 3350.00 54000.00 1.0452
5100 299.60 -224.01 -20948.66 3350.00 54000.00 1.0452
5200 299.60 -224.01 -20948.66 3350.00 54000.00 1.0452
5300 299.60 -224.01 -20948.66 3350.00 54000.00 1.0452
5400 299.60 -224.00 -20948.66 3350.00 54000.00 1.0452
5500 299.60 -224.00 -20948.66 3350.00 54000.00 1.0452
5600 299.60 -224.00 -20948.66 3350.00 54000.00 1.0452
5700 299.60 -224.00 -20948.66 3350.00 54000.00 1.0452
5800 299.60 -224.00 -20948.66 3350.00 54000.00 1.0452
5900 299.60 -224.01 -20948.66 3350.00 54000.00 1.0452
6000 299.60 -224.01 -20948.66 3350.00 54000.00 1.0452
6100 299.60 -224.01 -20948.66 3350.00 54000.00 1.0452
6200 299.60 -224.01 -20948.66 3350.00 54000.00 1.0452
6300 299.60 -224.01 -20948.66 3350.00 54000.00 1.0452
6400 299.60 -224.01 -20948.66 3350.00 54000.00 1.0452
