# Radial distribution function: CO
# Row Dist g(r)
1 0.000000 0.000707
2 0.050251 0.006554
3 0.100503 0.005810
4 0.150754 0.003277
5 0.201005 0.000081
6 0.251256 0.002145
7 0.301508 0.004319
8 0.351759 0.001772
9 0.402010 0.000083
10 0.452261 0.001357
11 0.502513 0.007244
12 0.552764 0.012600
13 0.603015 0.000340
14 0.653266 0.000136
15 0.703518 0.003741
16 0.753769 0.000027
17 0.804020 0.007934
18 0.854271 0.007838
19 0.904523 0.005048
20 0.954774 0.003832
21 1.005025 0.004186
22 1.055276 0.009182
23 1.105528 0.003153
24 1.155779 0.001905
25 1.206030 0.007155
26 1.256281 0.000221
27 1.306533 0.004874
28 1.356784 0.001550
29 1.407035 0.000880
30 1.457286 0.004166
31 1.507538 0.001926
32 1.557789 0.000712
33 1.608040 0.011003
34 1.658291 0.000295
35 1.708543 0.001347
36 1.758794 0.003497
37 1.809045 0.007938
38 1.859296 0.004692
39 1.909548 0.006493
40 1.959799 0.004942
41 2.010050 0.001404
42 2.060302 0.007651
43 2.110553 0.000057
44 2.160804 0.023884
45 2.211055 0.000119
46 2.261307 0.001537
47 2.311558 0.003503
48 2.361809 0.012866
49 2.412060 0.001929
50 2.462312 0.023472
51 2.512563 0.008022
52 2.562814 0.093583
53 2.613065 0.127285
54 2.663317 0.221721
55 2.713568 0.332859
56 2.763819 0.316644
57 2.814070 0.523092
58 2.864322 0.442875
59 2.914573 0.379784
60 2.964824 0.512723
61 3.015075 0.213874
62 3.065327 0.659518
63 3.115578 0.351796
64 3.165829 0.782706
65 3.216080 0.462559
66 3.266332 0.302327
67 3.316583 0.361100
68 3.366834 0.322144
69 3.417085 0.566727
70 3.467337 0.545805
71 3.517588 0.352650
72 3.567839 0.278194
73 3.618090 0.771799
74 3.668342 0.298928
75 3.718593 0.557263
76 3.768844 0.351868
77 3.819095 0.308570
78 3.869347 0.636442
79 3.919598 0.613233
80 3.969849 0.410858
81 4.020101 0.606157
82 4.070352 0.590518
83 4.120603 0.607619
84 4.170854 0.355633
85 4.221106 0.247199
86 4.271357 0.234798
87 4.321608 0.878156
88 4.371859 0.414314
89 4.422111 0.279080
90 4.472362 0.692192
91 4.522613 0.595705
92 4.572864 0.522304
93 4.623116 1.093090
94 4.673367 0.459840
95 4.723618 0.687097
96 4.773869 0.571908
97 4.824121 1.220738
98 4.874372 0.684227
99 4.924623 0.731864
100 4.974874 0.665958
101 5.025126 0.507829
102 5.075377 0.733094
103 5.125628 0.604416
104 5.175879 0.931907
105 5.226131 0.858933
106 5.276382 0.577096
107 5.326633 1.090264
108 5.376884 0.585376
109 5.427136 1.100909
110 5.477387 0.996971
111 5.527638 0.888388
112 5.577889 0.567687
113 5.628141 0.809569
114 5.678392 1.053896
115 5.728643 0.938403
116 5.778894 1.101615
117 5.829146 0.931115
118 5.879397 0.593232
119 5.929648 0.830964
120 5.979899 0.933876
121 6.030151 0.951747
122 6.080402 0.818446
123 6.130653 0.819765
124 6.180905 1.193669
125 6.231156 0.768105
126 6.281407 0.299891
127 6.331658 1.259586
128 6.381910 1.386751
129 6.432161 0.968444
130 6.482412 0.678903
131 6.532663 0.941064
132 6.582915 1.312970
133 6.633166 0.885870
134 6.683417 1.421153
135 6.733668 0.958591
136 6.783920 1.103626
137 6.834171 1.405904
138 6.884422 1.428793
139 6.934673 0.964460
140 6.984925 0.715979
141 7.035176 0.967155
142 7.085427 0.686138
143 7.135678 0.961385
144 7.185930 0.962934
145 7.236181 0.863243
146 7.286432 0.887927
147 7.336683 1.016720
148 7.386935 1.057518
149 7.437186 0.795814
150 7.487437 0.525206
151 7.537688 0.933513
152 7.587940 1.214951
153 7.638191 1.235046
154 7.688442 1.066546
155 7.738693 0.905667
156 7.788945 0.939871
157 7.839196 0.884214
158 7.889447 0.887597
159 7.939698 0.655025
160 7.989950 0.778801
161 8.040201 0.905804
162 8.090452 0.825403
163 8.140704 1.088535
164 8.190955 0.359717
165 8.241206 1.075648
166 8.291457 0.880311
167 8.341709 0.793573
168 8.391960 0.939452
169 8.442211 0.641082
170 8.492462 0.597524
171 8.542714 0.820522
172 8.592965 0.564549
173 8.643216 1.048513
174 8.693467 0.584312
175 8.743719 0.784822
176 8.793970 0.812196
177 8.844221 0.681075
178 8.894472 0.933263
179 8.944724 1.170929
180 8.994975 1.056805
181 9.045226 0.686013
182 9.095477 0.897016
183 9.145729 0.987776
184 9.195980 1.298620
185 9.246231 0.542121
186 9.296482 0.832008
187 9.346734 0.814727
188 9.396985 0.986601
189 9.447236 0.791265
190 9.497487 0.898445
191 9.547739 0.889884
192 9.597990 0.865389
193 9.648241 0.705737
194 9.698492 0.683270
195 9.748744 0.715669
196 9.798995 0.667013
197 9.849246 0.723606
198 9.899497 0.818246
199 9.949749 0.962116
200 10.000000 0.569480
