# Radial distribution function: CC
# Row Dist g(r)
1 0.000000 0.000185
2 0.050251 0.003913
3 0.100503 0.010916
4 0.150754 0.000323
5 0.201005 0.000015
6 0.251256 0.005155
7 0.301508 0.000181
8 0.351759 0.008831
9 0.402010 0.007318
10 0.452261 0.008395
11 0.502513 0.002647
12 0.552764 0.000823
13 0.603015 0.005847
14 0.653266 0.001828
15 0.703518 0.008103
16 0.753769 0.009863
17 0.804020 0.011477
18 0.854271 0.007961
19 0.904523 0.001939
20 0.954774 0.005656
21 1.005025 0.003812
22 1.055276 0.011460
23 1.105528 0.008508
24 1.155779 0.001558
25 1.206030 0.010646
26 1.256281 0.015578
27 1.306533 0.006256
28 1.356784 0.011605
29 1.407035 0.000582
30 1.457286 0.010740
31 1.507538 0.008968
32 1.557789 0.004980
33 1.608040 0.002946
34 1.658291 0.004339
35 1.708543 0.014242
36 1.758794 0.010021
37 1.809045 0.017655
38 1.859296 0.003842
39 1.909548 0.001631
40 1.959799 0.005186
41 2.010050 0.008875
42 2.060302 0.001970
43 2.110553 0.001738
44 2.160804 0.009543
45 2.211055 0.007604
46 2.261307 0.006468
47 2.311558 0.193209
48 2.361809 0.796653
49 2.412060 0.778422
50 2.462312 2.256788
51 2.512563 4.323337
52 2.562814 6.414916
53 2.613065 6.782408
54 2.663317 9.059951
55 2.713568 10.797207
56 2.763819 12.340049
57 2.814070 12.424506
58 2.864322 13.889248
59 2.914573 14.811756
60 2.964824 15.963113
61 3.015075 15.678428
62 3.065327 15.545831
63 3.115578 16.074385
64 3.165829 16.262970
65 3.216080 15.805699
66 3.266332 16.056828
67 3.316583 15.966520
68 3.366834 16.443352
69 3.417085 16.295073
70 3.467337 16.088568
71 3.517588 16.232555
72 3.567839 16.179029
73 3.618090 16.626337
74 3.668342 16.235756
75 3.718593 16.149395
76 3.768844 16.242517
77 3.819095 16.236206
78 3.869347 15.887173
79 3.919598 15.911576
80 3.969849 15.529292
81 4.020101 15.211399
82 4.070352 15.008974
83 4.120603 14.558658
84 4.170854 14.944762
85 4.221106 14.134174
86 4.271357 14.233109
87 4.321608 13.773911
88 4.371859 13.875870
89 4.422111 13.560828
90 4.472362 12.930485
91 4.522613 12.516852
92 4.572864 12.259323
93 4.623116 11.997158
94 4.673367 11.489788
95 4.723618 10.863776
96 4.773869 9.912126
97 4.824121 10.011850
98 4.874372 9.250115
99 4.924623 8.321390
100 4.974874 7.552357
101 5.025126 7.704839
102 5.075377 7.133517
103 5.125628 6.401517
104 5.175879 5.208701
105 5.226131 5.344452
106 5.276382 4.602774
107 5.326633 3.723489
108 5.376884 2.861982
109 5.427136 2.816642
110 5.477387 2.534881
111 5.527638 1.638670
112 5.577889 1.417165
113 5.628141 1.018148
114 5.678392 0.706920
115 5.728643 0.568568
116 5.778894 0.267875
117 5.829146 0.124331
118 5.879397 0.249904
119 5.929648 0.155430
120 5.979899 0.087327
121 6.030151 0.151604
122 6.080402 0.113861
123 6.130653 0.180485
124 6.180905 0.121508
125 6.231156 0.130787
126 6.281407 0.187164
127 6.331658 0.147001
128 6.381910 0.157932
129 6.432161 0.156506
130 6.482412 0.147736
131 6.532663 0.156387
132 6.582915 0.270309
133 6.633166 0.198414
134 6.683417 0.107016
135 6.733668 0.181571
136 6.783920 0.238609
137 6.834171 0.116564
138 6.884422 0.131654
139 6.934673 0.075415
140 6.984925 0.296522
141 7.035176 0.131034
142 7.085427 0.138976
143 7.135678 0.264634
144 7.185930 0.172217
145 7.236181 0.163555
146 7.286432 0.126078
147 7.336683 0.218235
148 7.386935 0.234831
149 7.437186 0.072624
150 7.487437 0.137880
151 7.537688 0.121096
152 7.587940 0.060680
153 7.638191 0.172729
154 7.688442 0.175845
155 7.738693 0.281528
156 7.788945 0.155135
157 7.839196 0.142569
158 7.889447 0.194648
159 7.939698 0.143009
160 7.989950 0.246427
161 8.040201 0.128024
162 8.090452 0.206577
163 8.140704 0.207009
164 8.190955 0.260507
165 8.241206 0.228391
166 8.291457 0.232820
167 8.341709 0.118540
168 8.391960 0.136251
169 8.442211 0.189363
170 8.492462 0.159993
171 8.542714 0.142809
172 8.592965 0.203428
173 8.643216 0.151445
174 8.693467 0.080163
175 8.743719 0.206289
176 8.793970 0.208204
177 8.844221 0.286126
178 8.894472 0.197123
179 8.944724 0.250330
180 8.994975 0.193910
181 9.045226 0.230717
182 9.095477 0.497629
183 9.145729 0.449055
184 9.195980 0.415325
185 9.246231 0.253218
186 9.296482 0.612259
187 9.346734 0.291417
188 9.396985 0.426768
189 9.447236 0.379238
190 9.497487 0.299875
191 9.547739 0.211013
192 9.597990 0.243225
193 9.648241 0.206177
194 9.698492 0.269004
195 9.748744 0.301790
196 9.798995 0.260828
197 9.849246 0.343004
198 9.899497 0.324643
199 9.949749 0.293709
200 10.000000 0.445223
