# TimeStep Temp Press PotEng KinEng Volume Density
0 297.17 -13.91 -21119.16 3350.00 54000.00 1.0452
100 298.23 -170.05 -21046.42 3350.00 54000.00 1.0456
200 298.66 -206.92 -21026.41 3350.00 54000.00 1.0455
300 298.93 -226.18 -21011.42 3350.00 54000.00 1.0454
400 299.11 -234.96 -20999.40 3350.00 54000.00 1.0454
500 299.23 -238.35 -20990.02 3350.00 54000.00 1.0454
600 299.31 -239.03 -20982.80 3350.00 54000.00 1.0454
700 299.38 -238.42 -20977.31 3350.00 54000.00 1.0454
800 299.43 -237.23 -20973.11 3350.00 54000.00 1.0454
900 299.47 -235.84 -20969.89 3350.00 54000.00 1.0454
1000 299.50 -234.46 -20967.42 3350.00 54000.00 1.0455
1100 299.52 -233.17 -20965.50 3350.00 54000.00 1.0455
1200 299.54 -232.01 -20964.01 3350.00 54000.00 1.0455
1300 299.56 -231.00 -20962.83 3350.00 54000.00 1.0455
1400 299.57 -230.14 -20961.93 3350.00 54000.00 1.0455
1500 299.58 -229.40 -20961.21 3350.00 54000.00 1.0455
1600 299.59 -228.77 -20960.65 3350.00 54000.00 1.0455
1700 299.59 -228.26 -20960.20 3350.00 54000.00 1.0456
1800 299.60 -227.83 -20959.85 3350.00 54000.00 1.0456
1900 299.60 -227.47 -20959.57 3350.00 54000.00 1.0456
2000 299.61 -227.19 -20959.36 3350.00 54000.00 1.0456
2100 299.61 -226.94 -20959.18 3350.00 54000.00 1.0456
2200 299.61 -226.75 -20959.05 3350.00 54000.00 1.0456
2300 299.61 -226.58 -20958.94 3350.00 54000.00 1.0456
2400 299.61 -226.45 -20958.84 3350.00 54000.00 1.0456
2500 299.61 -226.34 -20958.77 3350.00 54000.00 1.0456
2600 299.62 -226.25 -20958.72 3350.00 54000.00 1.0456
2700 299.62 -226.18 -20958.67 3350.00 54000.00 1.0456
2800 299.62 -226.13 -20958.64 3350.00 54000.00 1.0456
2900 299.62 -226.09 -20958.61 3350.00 54000.00 1.0456
3000 299.62 -226.05 -20958.59 3350.00 54000.00 1.0456
3100 299.62 -226.02 -20958.57 3350.00 54000.00 1.0456
3200 299.62 -225.99 -20958.57 3350.00 54000.00 1.0456
3300 299.62 -225.97 -20958.56 3350.00 54000.00 1.0456
3400 299.62 -225.95 -20958.55 3350.00 54000.00 1.0456
3500 299.62 -225.94 -20958.54 3350.00 54000.00 1.0456
3600 299.62 -225.93 -20958.54 3350.00 54000.00 1.0456
3700 299.62 -225.92 -20958.53 3350.00 54000.00 1.0456
3800 299.62 -225.91 -20958.53 3350.00 54000.00 1.0456
3900 299.62 -225.90 -20958.53 3350.00 54000.00 1.0456
4000 299.62 -225.89 -20958.53 3350.00 54000.00 1.0456
4100 299.62 -225.89 -20958.52 3350.00 54000.00 1.0456
4200 299.62 -225.88 -20958.53 3350.00 54000.00 1.0456
4300 299.62 -225.88 -20958.53 3350.00 54000.00 1.0456
4400 299.62 -225.88 -20958.53 3350.00 54000.00 1.0456
4500 299.62 -225.88 -20958.53 3350.00 54000.00 1.0456
4600 299.62 -225.87 -20958.53 3350.00 54000.00 1.0456
4700 299.62 -225.87 -20958.53 3350.00 54000.00 1.0456
4800 299.62 -225.87 -20958.53 3350.00 54000.00 1.0456
4900 299.62 -225.87 -20958.53 3350.00 54000.00 1.0456
5000 299.62 -225.87 -20958.53 3350.00 54000.00 1.0456
5100 299.62 -225.87 -20958.53 3350.00 54000.00 1.0456
5200 299.62 -225.87 -20958.53 3350.00 54000.00 1.0456
5300 299.62 -225.87 -20958.53 3350.00 54000.00 1.0456
5400 299.62 -225.87 -20958.53 3350.00 54000.00 1.0456
5500 299.62 -225.87 -20958.53 3350.00 54000.00 1.0456
5600 299.62 -225.87 -20958.53 3350.00 54000.00 1.0456
5700 299.62 -225.87 -20958.53 3350.00 54000.00 1.0456
5800 299.62 -225.87 -20958.53 3350.00 54000.00 1.0456
5900 299.62 -225.87 -20958.53 3350.00 54000.00 1.0456
6000 299.62 -225.87 -20958.53 3350.00 54000.00 1.0456
6100 299.62 -225.87 -20958.53 3350.00 54000.00 1.0456
6200 299.62 -225.86 -20958.53 3350.00 54000.00 1.0456
6300 299.62 -225.86 -20958.53 3350.00 54000.00 1.0456
6400 299.62 -225.86 -20958.54 3350.00 54000.00 1.0456
6500 299.62 -225.86 -20958.54 3350.00 54000.00 1.0456
6600 299.62 -225.86 -20958.54 3350.00 54000.00 1.0456
6700 299.62 -225.86 -20958.54 3350.00 54000.00 1.0456
6800 299.62 -225.86 -20958.54 3350.00 54000.00 1.0456
6900 299.62 -225.86 -20958.54 3350.00 54000.00 1.0456
7000 299.62 -225.86 -20958.54 3350.00 54000.00 1.0456
7100 299.62 -225.86 -20958.54 3350.00 54000.00 1.0456
7200 299.62 -225.86 -20958.54 3350.00 54000.00 1.0456
7300 299.62 -225.86 -20958.54 3350.00 54000.00 1.0456
7400 299.62 -225.86 -20958.54 3350.00 54000.00 1.0456
7500 299.62 -225.86 -20958.54 3350.00 54000.00 1.0456
7600 299.62 -225.86 -20958.54 3350.00 54000.00 1.0456
7700 299.62 -225.86 -20958.54 3350.00 54000.00 1.0456
7800 299.62 -225.86 -20958.54 3350.00 54000.00 1.0456
7900 299.62 -225.86 -20958.54 3350.00 54000.00 1.0456
8000 299.62 -225.86 -20958.54 3350.00 54000.00 1.0456
8100 299.62 -225.86 -20958.54 3350.00 54000.00 1.0456
8200 299.62 -225.86 -20958.54 3350.00 54000.00 1.0456
8300 299.62 -225.86 -20958.54 3350.00 54000.00 1.0456
8400 299.62 -225.86 -20958.54 3350.00 54000.00 1.0456
8500 299.62 -225.86 -20958.54 3350.00 54000.00 1.0456
8600 299.62 -225.86 -20958.54 3350.00 54000.00 1.0456
8700 299.62 -225.86 -20958.54 3350.00 54000.00 1.0456
8800 299.62 -225.86 -20958.54 3350.00 54000.00 1.0456
8900 299.62 -225.86 -20958.54 3350.00 54000.00 1.0456
9000 299.62 -225.86 -20958.54 3350.00 54000.00 1.0456
9100 299.62 -225.86 -20958.54 3350.00 54000.00 1.0456
9200 299.62 -225.86 -20958.54 3350.00 54000.00 1.0456
9300 299.62 -225.86 -20958.54 3350.00 54000.00 1.0456
9400 299.62 -225.86 -20958.54 3350.00 54000.00 1.0456
9500 299.62 -225.86 -20958.54 3350.00 54000.00 1.0456
9600 299.62 -225.86 -20958.54 3350.00 54000.00 1.0456
9700 299.62 -225.86 -20958.54 3350.00 54000.00 1.0456
9800 299.62 -225.86 -20958.54 3350.00 54000.00 1.0456
9900 299.62 -225.86 -20958.54 3350.00 54000.00 1.0456
10000 299.62 -225.86 -20958.54 3350.00 54000.00 1.0456
10100 299.62 -225.86 -20958.54 3350.00 54000.00 1.0456
10200 299.62 -225.86 -20958.54 3350.00 54000.00 1.0456
10300 299.62 -225.86 -20958.54 3350.00 54000.00 1.0456
10400 299.62 -225.86 -20958.54 3350.00 54000.00 1.0456
10500 299.62 -225.86 -20958.54 3350.00 54000.00 1.0456
10600 299.62 -225.86 -20958.54 3350.00 54000.00 1.0456
10700 299.62 -225.86 -20958.54 3350.00 54000.00 1.0456
10800 299.62 -225.86 -20958.54 3350.00 54000.00 1.0456
10900 299.62 -225.86 -20958.54 3350.00 54000.00 1.0456
11000 299.62 -225.86 -20958.54 3350.00 54000.00 1.0456
11100 299.62 -225.86 -20958.54 3350.00 54000.00 1.0456
11200 299.62 -225.86 -20958.54 3350.00 54000.00 1.0456
11300 299.62 -225.86 -20958.54 3350.00 54000.00 1.0456
11400 299.62 -225.86 -20958.54 3350.00 54000.00 1.0456
11500 299.62 -225.86 -20958.54 3350.00 54000.00 1.0456
11600 299.62 -225.86 -20958.54 3350.00 54000.00 1.0456
11700 299.62 -225.86 -20958.54 3350.00 54000.00 1.0456
11800 299.62 -225.86 -20958.54 3350.00 54000.00 1.0456
11900 299.62 -225.86 -20958.54 3350.00 54000.00 1.0456
12000 299.62 -225.86 -20958.54 3350.00 54000.00 1.0456
12100 299.62 -225.86 -20958.54 3350.00 54000.00 1.0456
12200 299.62 -225.86 -20958.54 3350.00 54000.00 1.0456
12300 299.62 -225.86 -20958.54 3350.00 54000.00 1.0456
12400 299.62 -225.86 -20958.54 3350.00 54000.00 1.0456
12500 299.62 -225.86 -20958.54 3350.00 54000.00 1.0456
12600 299.62 -225.86 -20958.54 3350.00 54000.00 1.0456
12700 299.62 -225.86 -20958.54 3350.00 54000.00 1.0456
12800 299.62 -225.86 -20958.54 3350.00 54000.00 1.0456
12900 299.62 -225.86 -20958.54 3350.00 54000.00 1.0456
13000 299.62 -225.86 -20958.54 3350.00 54000.00 1.0456
13100 299.62 -225.86 -20958.54 3350.00 54000.00 1.0456
13200 299.62 -225.86 -20958.54 3350.00 54000.00 1.0456
13300 299.62 -225.86 -20958.54 3350.00 54000.00 1.0456
13400 299.62 -225.86 -20958.54 3350.00 54000.00 1.0456
13500 299.62 -225.86 -20958.54 3350.00 54000.00 1.0456
13600 299.62 -225.86 -20958.54 3350.00 54000.00 1.0456
13700 299.62 -225.86 -20958.54 3350.00 54000.00 1.0456
13800 299.62 -225.86 -20958.54 3350.00 54000.00 1.0456
13900 299.62 -225.86 -20958.54 3350.00 54000.00 1.0456
14000 299.62 -225.86 -20958.54 3350.00 54000.00 1.0456
14100 299.62 -225.86 -20958.54 3350.00 54000.00 1.0456
14200 299.62 -225.86 -20958.54 3350.00 54000.00 1.0456
14300 299.62 -225.86 -20958.54 3350.00 54000.00 1.0456
14400 299.62 -225.86 -20958.54 3350.00 54000.00 1.0456
14500 299.62 -225.86 -20958.54 3350.00 54000.00 1.0456
14600 299.62 -225.86 -20958.54 3350.00 54000.00 1.0456
14700 299.62 -225.86 -20958.54 3350.00 54000.00 1.0456
