# Time-averaged data for fix thermo_detailed
# TimeStep v_temp v_press v_pe v_ke v_vol v_dens
600100 298.319702 -29.196232 -21040.527344 3337.385742 54512.636719 1.046515
600200 298.690460 -48.514645 -20950.869141 3341.533447 54511.109375 1.046544
600300 298.968689 -65.360474 -20912.884766 3344.646240 54559.390625 1.045618
600400 299.162598 -73.654167 -20877.400391 3346.815430 54593.292969 1.044969
600500 299.301605 -75.387726 -20847.324219 3348.370605 54621.941406 1.044421
600600 299.397034 -73.992104 -20823.646484 3349.437988 54644.003906 1.043999
600700 299.459839 -71.481880 -20805.841797 3350.140869 54660.175781 1.043690
600800 299.499847 -68.879585 -20792.833984 3350.588379 54671.726562 1.043470
600900 299.524750 -66.605804 -20783.523438 3350.867188 54679.855469 1.043315
601000 299.540039 -64.783264 -20776.953125 3351.037842 54685.531250 1.043206
601100 299.549377 -63.401825 -20772.392578 3351.142578 54689.457031 1.043131
601200 299.555145 -62.390732 -20769.265625 3351.207031 54692.167969 1.043080
601300 299.558746 -61.672112 -20767.156250 3351.247314 54694.015625 1.043044
601400 299.561096 -61.169769 -20765.763672 3351.273682 54695.277344 1.043020
601500 299.562714 -60.825897 -20764.865234 3351.291504 54696.117188 1.043004
601600 299.563873 -60.592888 -20764.308594 3351.304688 54696.671875 1.042994
601700 299.564819 -60.439468 -20763.984375 3351.315186 54697.031250 1.042987
601800 299.565613 -60.340431 -20763.820312 3351.324219 54697.265625 1.042983
601900 299.566315 -60.282112 -20763.759766 3351.331787 54697.398438 1.042980
602000 299.566956 -60.250519 -20763.773438 3351.339111 54697.464844 1.042979
602100 299.567535 -60.234749 -20763.830078 3351.345703 54697.492188 1.042978
602200 299.568146 -60.235550 -20763.916016 3351.352295 54697.496094 1.042978
602300 299.568695 -60.243355 -20764.019531 3351.358643 54697.476562 1.042979
602400 299.569244 -60.254784 -20764.134766 3351.364746 54697.449219 1.042979
602500 299.569794 -60.270576 -20764.253906 3351.370850 54697.410156 1.042980
602600 299.570343 -60.293274 -20764.378906 3351.376953 54697.367188 1.042981
602700 299.570862 -60.316399 -20764.505859 3351.382568 54697.328125 1.042981
602800 299.571350 -60.338974 -20764.625000 3351.388184 54697.273438 1.042982
602900 299.571838 -60.361115 -20764.744141 3351.393799 54697.222656 1.042983
603000 299.572296 -60.389130 -20764.861328 3351.398926 54697.179688 1.042984
603100 299.572754 -60.414543 -20764.970703 3351.404053 54697.128906 1.042985
603200 299.573212 -60.440804 -20765.082031 3351.409180 54697.085938 1.042986
603300 299.573639 -60.468346 -20765.189453 3351.414062 54697.035156 1.042987
603400 299.574066 -60.495720 -20765.291016 3351.418701 54696.996094 1.042988
603500 299.574493 -60.524620 -20765.388672 3351.423340 54696.949219 1.042989
603600 299.574890 -60.554054 -20765.480469 3351.427979 54696.906250 1.042989
603700 299.575287 -60.580101 -20765.572266 3351.432129 54696.859375 1.042990
603800 299.575653 -60.606407 -20765.662109 3351.436523 54696.816406 1.042991
603900 299.576050 -60.631294 -20765.744141 3351.440674 54696.781250 1.042992
604000 299.576385 -60.662117 -20765.826172 3351.444824 54696.746094 1.042992
604100 299.576752 -60.686562 -20765.902344 3351.448730 54696.699219 1.042993
604200 299.577087 -60.712997 -20765.978516 3351.452393 54696.660156 1.042994
604300 299.577393 -60.741348 -20766.048828 3351.456055 54696.625000 1.042995
604400 299.577728 -60.766754 -20766.113281 3351.459717 54696.585938 1.042995
604500 299.578033 -60.791901 -20766.181641 3351.462891 54696.546875 1.042996
604600 299.578369 -60.816711 -20766.246094 3351.466797 54696.507812 1.042997
604700 299.578674 -60.843742 -20766.306641 3351.470215 54696.476562 1.042998
604800 299.578979 -60.870689 -20766.363281 3351.473389 54696.437500 1.042998
604900 299.579285 -60.896210 -20766.421875 3351.477051 54696.406250 1.042999
605000 299.579559 -60.920029 -20766.476562 3351.479980 54696.375000 1.043000
605100 299.579803 -60.947449 -20766.529297 3351.482666 54696.335938 1.043000
605200 299.580078 -60.971878 -20766.580078 3351.486084 54696.296875 1.043001
605300 299.580353 -60.998199 -20766.630859 3351.489014 54696.265625 1.043002
605400 299.580597 -61.020393 -20766.673828 3351.491699 54696.230469 1.043002
605500 299.580841 -61.046440 -20766.720703 3351.494629 54696.199219 1.043003
605600 299.581085 -61.069672 -20766.763672 3351.497314 54696.167969 1.043003
605700 299.581360 -61.092644 -20766.806641 3351.500244 54696.136719 1.043004
605800 299.581604 -61.118874 -20766.847656 3351.502930 54696.105469 1.043005
605900 299.581848 -61.142792 -20766.890625 3351.505859 54696.070312 1.043005
606000 299.582092 -61.165611 -20766.923828 3351.508545 54696.042969 1.043006
606100 299.582306 -61.188576 -20766.960938 3351.510742 54696.011719 1.043006
606200 299.582550 -61.213417 -20766.996094 3351.513428 54695.980469 1.043007
606300 299.582764 -61.234604 -20767.031250 3351.516113 54695.957031 1.043007
606400 299.582977 -61.257835 -20767.066406 3351.518311 54695.925781 1.043008
606500 299.583191 -61.280273 -20767.093750 3351.520752 54695.898438 1.043009
606600 299.583405 -61.299591 -20767.126953 3351.522949 54695.859375 1.043009
606700 299.583618 -61.320930 -20767.152344 3351.525635 54695.832031 1.043010
606800 299.583832 -61.342041 -20767.179688 3351.528076 54695.800781 1.043010
606900 299.584015 -61.366112 -20767.208984 3351.530029 54695.773438 1.043011
607000 299.584198 -61.385262 -20767.240234 3351.531982 54695.750000 1.043011
607100 299.584412 -61.408592 -20767.265625 3351.534180 54695.722656 1.043012
607200 299.584595 -61.427536 -20767.292969 3351.536621 54695.691406 1.043012
607300 299.584808 -61.449493 -20767.320312 3351.538818 54695.664062 1.043013
607400 299.584991 -61.470238 -20767.343750 3351.540771 54695.632812 1.043014
607500 299.585175 -61.492233 -20767.371094 3351.542725 54695.601562 1.043014
607600 299.585358 -61.514084 -20767.392578 3351.545166 54695.582031 1.043015
607700 299.585541 -61.530594 -20767.412109 3351.547119 54695.550781 1.043015
607800 299.585724 -61.552078 -20767.437500 3351.549072 54695.523438 1.043016
607900 299.585876 -61.571098 -20767.460938 3351.550781 54695.503906 1.043016
608000 299.586060 -61.593330 -20767.482422 3351.552734 54695.480469 1.043017
608100 299.586243 -61.610893 -20767.501953 3351.554688 54695.453125 1.043017
608200 299.586426 -61.628746 -20767.519531 3351.557129 54695.421875 1.043018
608300 299.586578 -61.648727 -20767.541016 3351.558594 54695.406250 1.043018
608400 299.586792 -61.667938 -20767.560547 3351.561035 54695.378906 1.043018
608500 299.586975 -61.688713 -20767.578125 3351.562988 54695.355469 1.043019
608600 299.587128 -61.705101 -20767.599609 3351.564697 54695.328125 1.043019
608700 299.587280 -61.722031 -20767.615234 3351.566650 54695.308594 1.043020
608800 299.587463 -61.738258 -20767.628906 3351.568604 54695.285156 1.043020
608900 299.587646 -61.758118 -20767.648438 3351.570557 54695.261719 1.043021
609000 299.587799 -61.776268 -20767.666016 3351.572266 54695.234375 1.043021
609100 299.587952 -61.794479 -20767.685547 3351.573975 54695.218750 1.043022
609200 299.588135 -61.813454 -20767.705078 3351.576172 54695.187500 1.043022
609300 299.588257 -61.832848 -20767.720703 3351.577637 54695.171875 1.043022
609400 299.588409 -61.850517 -20767.734375 3351.579102 54695.144531 1.043023
609500 299.588562 -61.867043 -20767.751953 3351.580811 54695.125000 1.043023
609600 299.588715 -61.884148 -20767.765625 3351.582520 54695.105469 1.043024
609700 299.588867 -61.900536 -20767.783203 3351.584229 54695.074219 1.043024
609800 299.589020 -61.920265 -20767.800781 3351.586182 54695.054688 1.043025
609900 299.589142 -61.934593 -20767.812500 3351.587402 54695.039062 1.043025
610000 299.589294 -61.950912 -20767.826172 3351.589111 54695.015625 1.043025
610100 299.589447 -61.968094 -20767.839844 3351.590820 54695.000000 1.043026
610200 299.589569 -61.982964 -20767.851562 3351.592041 54694.980469 1.043026
610300 299.589722 -62.002106 -20767.865234 3351.593750 54694.960938 1.043026
610400 299.589905 -62.018707 -20767.878906 3351.595947 54694.945312 1.043027
610500 299.590027 -62.032394 -20767.892578 3351.597412 54694.921875 1.043027
610600 299.590149 -62.044899 -20767.902344 3351.598633 54694.902344 1.043028
610700 299.590302 -62.060852 -20767.914062 3351.600342 54694.886719 1.043028
610800 299.590454 -62.077881 -20767.929688 3351.602051 54694.867188 1.043028
610900 299.590576 -62.092537 -20767.941406 3351.603271 54694.851562 1.043029
611000 299.590698 -62.109230 -20767.955078 3351.604492 54694.828125 1.043029
611100 299.590820 -62.124123 -20767.970703 3351.606201 54694.804688 1.043029
611200 299.590942 -62.138184 -20767.980469 3351.607666 54694.792969 1.043030
611300 299.591095 -62.153229 -20767.990234 3351.609131 54694.773438 1.043030
611400 299.591217 -62.168846 -20768.003906 3351.610596 54694.757812 1.043030
611500 299.591339 -62.184906 -20768.017578 3351.611816 54694.738281 1.043031
611600 299.591461 -62.198097 -20768.027344 3351.613281 54694.714844 1.043031
611700 299.591583 -62.211800 -20768.037109 3351.614502 54694.699219 1.043031
611800 299.591705 -62.228508 -20768.050781 3351.616211 54694.679688 1.043032
611900 299.591797 -62.240067 -20768.060547 3351.617188 54694.667969 1.043032
612000 299.591949 -62.254715 -20768.068359 3351.618896 54694.652344 1.043032
612100 299.592072 -62.269081 -20768.078125 3351.620117 54694.636719 1.043033
612200 299.592194 -62.282501 -20768.089844 3351.621338 54694.621094 1.043033
612300 299.592316 -62.296021 -20768.097656 3351.622803 54694.613281 1.043033
612400 299.592438 -62.307625 -20768.103516 3351.624023 54694.589844 1.043033
612500 299.592560 -62.322990 -20768.115234 3351.625488 54694.582031 1.043034
612600 299.592682 -62.337440 -20768.126953 3351.626953 54694.558594 1.043034
612700 299.592773 -62.349121 -20768.134766 3351.628174 54694.550781 1.043034
612800 299.592896 -62.360214 -20768.140625 3351.629395 54694.535156 1.043035
612900 299.592987 -62.373398 -20768.152344 3351.630371 54694.519531 1.043035
613000 299.593109 -62.386658 -20768.162109 3351.631592 54694.503906 1.043035
613100 299.593201 -62.398949 -20768.169922 3351.632568 54694.492188 1.043035
613200 299.593292 -62.412560 -20768.179688 3351.633789 54694.480469 1.043036
613300 299.593414 -62.425354 -20768.187500 3351.635010 54694.464844 1.043036
613400 299.593536 -62.438164 -20768.197266 3351.636719 54694.449219 1.043036
613500 299.593628 -62.450714 -20768.205078 3351.637695 54694.433594 1.043036
613600 299.593750 -62.463684 -20768.212891 3351.638916 54694.425781 1.043037
613700 299.593842 -62.475426 -20768.222656 3351.639893 54694.410156 1.043037
613800 299.593964 -62.489540 -20768.230469 3351.641357 54694.402344 1.043037
613900 299.594055 -62.502251 -20768.242188 3351.642334 54694.386719 1.043037
614000 299.594147 -62.512947 -20768.244141 3351.643311 54694.378906 1.043038
614100 299.594269 -62.522240 -20768.250000 3351.644531 54694.363281 1.043038
614200 299.594360 -62.534149 -20768.257812 3351.645508 54694.347656 1.043038
614300 299.594452 -62.542938 -20768.263672 3351.646973 54694.335938 1.043038
614400 299.594543 -62.552826 -20768.271484 3351.647949 54694.332031 1.043038
614500 299.594635 -62.562790 -20768.279297 3351.648926 54694.312500 1.043039
614600 299.594757 -62.576080 -20768.287109 3351.650146 54694.304688 1.043039
614700 299.594818 -62.589066 -20768.291016 3351.650879 54694.285156 1.043039
614800 299.594940 -62.597862 -20768.294922 3351.652100 54694.281250 1.043039
614900 299.595032 -62.608574 -20768.306641 3351.653076 54694.269531 1.043040
615000 299.595123 -62.619232 -20768.314453 3351.654053 54694.253906 1.043040
615100 299.595215 -62.631317 -20768.320312 3351.655029 54694.242188 1.043040
615200 299.595306 -62.640709 -20768.326172 3351.656006 54694.226562 1.043040
615300 299.595398 -62.653427 -20768.330078 3351.657471 54694.222656 1.043041
615400 299.595459 -62.663452 -20768.333984 3351.658203 54694.218750 1.043041
615500 299.595551 -62.672859 -20768.337891 3351.659180 54694.210938 1.043041
615600 299.595642 -62.682274 -20768.343750 3351.660156 54694.195312 1.043041
615700 299.595703 -62.689163 -20768.347656 3351.660645 54694.187500 1.043041
615800 299.595795 -62.699394 -20768.355469 3351.661621 54694.179688 1.043041
615900 299.595886 -62.708565 -20768.359375 3351.662842 54694.175781 1.043041
616000 299.595947 -62.718178 -20768.365234 3351.663330 54694.164062 1.043042
616100 299.596039 -62.727119 -20768.365234 3351.664307 54694.160156 1.043042
616200 299.596130 -62.736160 -20768.373047 3351.665283 54694.148438 1.043042
616300 299.596191 -62.744675 -20768.376953 3351.666016 54694.132812 1.043042
616400 299.596283 -62.755424 -20768.382812 3351.667236 54694.125000 1.043042
616500 299.596375 -62.764793 -20768.384766 3351.668457 54694.125000 1.043042
616600 299.596436 -62.774361 -20768.390625 3351.668945 54694.117188 1.043043
616700 299.596527 -62.783585 -20768.396484 3351.669922 54694.097656 1.043043
616800 299.596619 -62.794228 -20768.402344 3351.670898 54694.097656 1.043043
616900 299.596680 -62.803635 -20768.412109 3351.671631 54694.085938 1.043043
617000 299.596771 -62.813736 -20768.417969 3351.672607 54694.078125 1.043043
617100 299.596832 -62.823654 -20768.419922 3351.673340 54694.066406 1.043043
617200 299.596893 -62.831596 -20768.423828 3351.674072 54694.062500 1.043044
617300 299.596954 -62.840706 -20768.429688 3351.674561 54694.062500 1.043044
