# TimeStep Temp Press PotEng KinEng Volume Density
0 296.94 5.80 -21135.43 3350.00 54000.00 1.0456
100 298.11 -171.00 -21053.50 3350.00 54000.00 1.0456
200 298.57 -209.58 -21032.37 3350.00 54000.00 1.0456
300 298.86 -229.55 -21016.15 3350.00 54000.00 1.0455
400 299.05 -238.44 -21002.76 3350.00 54000.00 1.0454
500 299.18 -241.69 -20992.11 3350.00 54000.00 1.0453
600 299.28 -242.17 -20983.83 3350.00 54000.00 1.0453
700 299.35 -241.34 -20977.48 3350.00 54000.00 1.0453
800 299.40 -239.96 -20972.62 3350.00 54000.00 1.0453
900 299.44 -238.41 -20968.89 3350.00 54000.00 1.0453
1000 299.48 -236.89 -20966.00 3350.00 54000.00 1.0454
1100 299.50 -235.48 -20963.76 3350.00 54000.00 1.0454
1200 299.52 -234.23 -20962.00 3350.00 54000.00 1.0454
1300 299.54 -233.15 -20960.62 3350.00 54000.00 1.0454
1400 299.55 -232.22 -20959.51 3350.00 54000.00 1.0454
1500 299.56 -231.42 -20958.60 3350.00 54000.00 1.0454
1600 299.57 -230.75 -20957.87 3350.00 54000.00 1.0454
1700 299.58 -230.18 -20957.24 3350.00 54000.00 1.0454
1800 299.58 -229.72 -20956.72 3350.00 54000.00 1.0454
1900 299.59 -229.32 -20956.27 3350.00 54000.00 1.0454
2000 299.59 -229.00 -20955.88 3350.00 54000.00 1.0454
2100 299.59 -228.72 -20955.53 3350.00 54000.00 1.0454
2200 299.59 -228.49 -20955.22 3350.00 54000.00 1.0454
2300 299.60 -228.30 -20954.94 3350.00 54000.00 1.0454
2400 299.60 -228.14 -20954.69 3350.00 54000.00 1.0454
2500 299.60 -227.99 -20954.46 3350.00 54000.00 1.0454
2600 299.60 -227.88 -20954.25 3350.00 54000.00 1.0454
2700 299.60 -227.78 -20954.06 3350.00 54000.00 1.0454
2800 299.60 -227.69 -20953.90 3350.00 54000.00 1.0454
2900 299.60 -227.62 -20953.75 3350.00 54000.00 1.0454
3000 299.60 -227.55 -20953.61 3350.00 54000.00 1.0454
3100 299.60 -227.49 -20953.49 3350.00 54000.00 1.0454
3200 299.60 -227.44 -20953.37 3350.00 54000.00 1.0454
3300 299.60 -227.39 -20953.27 3350.00 54000.00 1.0454
3400 299.60 -227.35 -20953.18 3350.00 54000.00 1.0454
3500 299.60 -227.32 -20953.10 3350.00 54000.00 1.0454
3600 299.60 -227.30 -20953.04 3350.00 54000.00 1.0454
3700 299.60 -227.27 -20952.98 3350.00 54000.00 1.0454
3800 299.60 -227.25 -20952.92 3350.00 54000.00 1.0454
3900 299.60 -227.22 -20952.87 3350.00 54000.00 1.0454
4000 299.60 -227.20 -20952.83 3350.00 54000.00 1.0454
4100 299.60 -227.18 -20952.79 3350.00 54000.00 1.0454
4200 299.60 -227.17 -20952.76 3350.00 54000.00 1.0454
4300 299.60 -227.16 -20952.73 3350.00 54000.00 1.0454
4400 299.60 -227.15 -20952.71 3350.00 54000.00 1.0454
4500 299.60 -227.13 -20952.68 3350.00 54000.00 1.0454
4600 299.60 -227.12 -20952.65 3350.00 54000.00 1.0454
4700 299.60 -227.11 -20952.63 3350.00 54000.00 1.0454
4800 299.60 -227.10 -20952.62 3350.00 54000.00 1.0454
4900 299.60 -227.09 -20952.60 3350.00 54000.00 1.0454
5000 299.60 -227.08 -20952.59 3350.00 54000.00 1.0454
5100 299.60 -227.07 -20952.57 3350.00 54000.00 1.0454
5200 299.60 -227.07 -20952.56 3350.00 54000.00 1.0454
5300 299.60 -227.07 -20952.55 3350.00 54000.00 1.0454
5400 299.60 -227.06 -20952.54 3350.00 54000.00 1.0454
5500 299.60 -227.05 -20952.53 3350.00 54000.00 1.0454
5600 299.60 -227.05 -20952.52 3350.00 54000.00 1.0454
5700 299.60 -227.05 -20952.51 3350.00 54000.00 1.0454
5800 299.60 -227.04 -20952.50 3350.00 54000.00 1.0454
