# Radial distribution function: OO
# Row Dist g(r)
1 0.000000 0.007165
2 0.050251 0.002507
3 0.100503 0.005791
4 0.150754 0.007171
5 0.201005 0.000443
6 0.251256 0.002452
7 0.301508 0.003097
8 0.351759 0.005625
9 0.402010 0.001839
10 0.452261 0.003454
11 0.502513 0.000246
12 0.552764 0.001535
13 0.603015 0.001544
14 0.653266 0.003843
15 0.703518 0.007095
16 0.753769 0.001573
17 0.804020 0.005325
18 0.854271 0.006188
19 0.904523 0.005716
20 0.954774 0.006855
21 1.005025 0.000466
22 1.055276 0.000832
23 1.105528 0.002145
24 1.155779 0.007940
25 1.206030 0.003890
26 1.256281 0.002582
27 1.306533 0.004105
28 1.356784 0.003742
29 1.407035 0.000500
30 1.457286 0.007742
31 1.507538 0.003275
32 1.557789 0.011497
33 1.608040 0.004552
34 1.658291 0.011210
35 1.708543 0.002156
36 1.758794 0.000150
37 1.809045 0.003177
38 1.859296 0.007965
39 1.909548 0.000420
40 1.959799 0.005232
41 2.010050 0.006223
42 2.060302 0.000153
43 2.110553 0.272914
44 2.160804 2.209006
45 2.211055 2.150115
46 2.261307 3.789276
47 2.311558 4.027031
48 2.361809 1.983009
49 2.412060 2.567755
50 2.462312 1.363796
51 2.512563 1.050870
52 2.562814 0.451389
53 2.613065 0.768847
54 2.663317 0.345367
55 2.713568 0.648097
56 2.763819 0.370080
57 2.814070 0.522012
58 2.864322 0.598728
59 2.914573 0.428519
60 2.964824 0.818792
61 3.015075 0.736976
62 3.065327 0.603750
63 3.115578 0.620850
64 3.165829 0.750895
65 3.216080 1.018077
66 3.266332 0.780810
67 3.316583 1.160420
68 3.366834 1.145098
69 3.417085 0.955593
70 3.467337 1.166608
71 3.517588 0.867185
72 3.567839 0.817499
73 3.618090 1.254866
74 3.668342 1.019055
75 3.718593 1.223313
76 3.768844 1.022240
77 3.819095 0.808314
78 3.869347 0.612679
79 3.919598 0.899859
80 3.969849 0.791880
81 4.020101 0.806013
82 4.070352 0.845628
83 4.120603 0.951758
84 4.170854 0.714302
85 4.221106 0.895661
86 4.271357 0.548910
87 4.321608 0.679552
88 4.371859 0.619466
89 4.422111 0.496995
90 4.472362 0.589712
91 4.522613 0.794084
92 4.572864 0.551837
93 4.623116 0.683135
94 4.673367 0.445380
95 4.723618 0.516364
96 4.773869 0.685935
97 4.824121 0.682727
98 4.874372 1.053239
99 4.924623 0.884958
100 4.974874 0.622160
101 5.025126 0.849057
102 5.075377 0.767666
103 5.125628 1.045681
104 5.175879 0.782082
105 5.226131 1.163438
106 5.276382 1.375782
107 5.326633 0.999056
108 5.376884 0.958275
109 5.427136 0.870475
110 5.477387 1.237708
111 5.527638 1.077406
112 5.577889 1.026910
113 5.628141 1.202140
114 5.678392 0.953457
115 5.728643 0.688411
116 5.778894 0.860294
117 5.829146 0.950959
118 5.879397 0.879688
119 5.929648 0.834226
120 5.979899 0.855687
121 6.030151 0.798116
122 6.080402 0.813315
123 6.130653 0.426703
124 6.180905 1.194728
125 6.231156 0.937621
126 6.281407 0.849519
127 6.331658 0.691464
128 6.381910 0.919762
129 6.432161 0.686284
130 6.482412 0.747248
131 6.532663 0.660315
132 6.582915 0.684482
133 6.633166 0.700317
134 6.683417 0.781825
135 6.733668 0.697841
136 6.783920 0.749316
137 6.834171 1.061758
138 6.884422 0.545526
139 6.934673 0.909834
140 6.984925 0.747296
141 7.035176 0.851775
142 7.085427 0.686044
143 7.135678 0.695951
144 7.185930 0.860808
145 7.236181 0.865106
146 7.286432 0.667827
147 7.336683 0.633321
148 7.386935 0.835570
149 7.437186 1.121811
150 7.487437 0.913381
151 7.537688 0.645333
152 7.587940 1.035035
153 7.638191 0.819795
154 7.688442 0.823803
155 7.738693 0.593517
156 7.788945 0.994998
157 7.839196 0.561518
158 7.889447 0.735588
159 7.939698 1.344837
160 7.989950 0.604039
161 8.040201 0.817797
162 8.090452 0.886164
163 8.140704 0.981978
164 8.190955 0.696816
165 8.241206 0.960543
166 8.291457 0.884565
167 8.341709 0.716444
168 8.391960 0.839311
169 8.442211 1.045756
170 8.492462 0.946429
171 8.542714 0.746719
172 8.592965 0.705957
173 8.643216 0.830500
174 8.693467 0.769899
175 8.743719 0.905210
176 8.793970 0.487530
177 8.844221 0.968695
178 8.894472 0.508198
179 8.944724 0.970134
180 8.994975 0.616471
181 9.045226 0.721699
182 9.095477 1.170022
183 9.145729 0.737430
184 9.195980 1.174286
185 9.246231 0.672638
186 9.296482 0.544045
187 9.346734 0.858360
188 9.396985 1.016762
189 9.447236 0.844692
190 9.497487 0.755575
191 9.547739 0.985165
192 9.597990 0.972258
193 9.648241 1.076674
194 9.698492 0.885880
195 9.748744 0.613759
196 9.798995 0.823587
197 9.849246 0.723777
198 9.899497 0.750077
199 9.949749 0.677043
200 10.000000 0.893511
