# Radial distribution function: CO
# Row Dist g(r)
1 0.000000 0.015034
2 0.050251 0.121172
3 0.100503 0.021817
4 0.150754 0.018782
5 0.201005 0.005112
6 0.251256 0.002157
7 0.301508 0.053254
8 0.351759 0.023329
9 0.402010 0.033792
10 0.452261 0.033470
11 0.502513 0.021821
12 0.552764 0.027228
13 0.603015 0.045689
14 0.653266 0.008015
15 0.703518 0.038626
16 0.753769 0.031247
17 0.804020 0.035220
18 0.854271 0.031885
19 0.904523 0.021945
20 0.954774 0.027498
21 1.005025 0.002145
22 1.055276 0.018960
23 1.105528 0.029756
24 1.155779 0.025150
25 1.206030 0.028293
26 1.256281 0.023489
27 1.306533 0.025778
28 1.356784 0.020538
29 1.407035 0.025002
30 1.457286 0.039890
31 1.507538 0.016987
32 1.557789 0.035918
33 1.608040 0.022379
34 1.658291 0.022539
35 1.708543 0.026069
36 1.758794 0.038129
37 1.809045 0.035206
38 1.859296 0.019101
39 1.909548 0.036959
40 1.959799 0.032598
41 2.010050 0.029935
42 2.060302 0.032448
43 2.110553 0.024627
44 2.160804 0.033544
45 2.211055 0.039200
46 2.261307 0.003530
47 2.311558 0.023273
48 2.361809 0.045679
49 2.412060 0.056132
50 2.462312 0.045843
51 2.512563 0.127740
52 2.562814 0.248496
53 2.613065 0.277732
54 2.663317 0.342436
55 2.713568 0.377546
56 2.763819 0.453917
57 2.814070 0.541723
58 2.864322 0.617476
59 2.914573 0.651051
60 2.964824 0.478354
61 3.015075 0.471595
62 3.065327 0.624187
63 3.115578 0.562389
64 3.165829 0.592218
65 3.216080 0.426023
66 3.266332 0.512796
67 3.316583 0.506546
68 3.366834 0.575048
69 3.417085 0.499768
70 3.467337 0.453214
71 3.517588 0.593559
72 3.567839 0.517840
73 3.618090 0.437842
74 3.668342 0.600484
75 3.718593 0.628145
76 3.768844 0.524997
77 3.819095 0.581849
78 3.869347 0.681844
79 3.919598 0.566136
80 3.969849 0.612412
81 4.020101 0.581967
82 4.070352 0.520055
83 4.120603 0.427335
84 4.170854 0.590316
85 4.221106 0.617123
86 4.271357 0.546669
87 4.321608 0.570301
88 4.371859 0.689800
89 4.422111 0.513756
90 4.472362 0.536770
91 4.522613 0.576816
92 4.572864 0.540668
93 4.623116 0.594778
94 4.673367 0.608846
95 4.723618 0.737818
96 4.773869 0.640968
97 4.824121 0.667727
98 4.874372 0.476435
99 4.924623 0.589494
100 4.974874 0.576944
101 5.025126 0.678441
102 5.075377 0.698617
103 5.125628 0.770478
104 5.175879 0.701195
105 5.226131 0.859189
106 5.276382 0.699863
107 5.326633 0.689306
108 5.376884 0.840686
109 5.427136 0.863750
110 5.477387 0.748325
111 5.527638 0.733048
112 5.577889 0.733790
113 5.628141 0.624340
114 5.678392 0.678759
115 5.728643 0.868343
116 5.778894 0.704659
117 5.829146 0.842871
118 5.879397 0.800749
119 5.929648 0.743615
120 5.979899 0.721807
121 6.030151 0.809439
122 6.080402 0.793807
123 6.130653 0.874115
124 6.180905 0.846658
125 6.231156 0.853209
126 6.281407 0.870427
127 6.331658 0.823287
128 6.381910 0.910459
129 6.432161 0.725454
130 6.482412 0.808420
131 6.532663 0.716022
132 6.582915 0.854379
133 6.633166 0.838298
134 6.683417 0.956969
135 6.733668 0.971915
136 6.783920 0.930413
137 6.834171 0.883094
138 6.884422 0.877098
139 6.934673 0.856802
140 6.984925 0.998772
141 7.035176 0.767594
142 7.085427 0.761914
143 7.135678 0.928567
144 7.185930 0.811697
145 7.236181 1.062557
146 7.286432 0.875284
147 7.336683 1.129879
148 7.386935 0.951187
149 7.437186 0.857144
150 7.487437 0.808626
151 7.537688 0.861731
152 7.587940 0.723124
153 7.638191 0.832112
154 7.688442 0.678525
155 7.738693 0.884129
156 7.788945 0.860555
157 7.839196 0.811444
158 7.889447 0.844454
159 7.939698 0.834870
160 7.989950 0.840738
161 8.040201 0.732509
162 8.090452 0.838910
163 8.140704 0.730481
164 8.190955 0.794499
165 8.241206 0.847659
166 8.291457 0.752609
167 8.341709 0.687962
168 8.391960 0.650293
169 8.442211 0.749406
170 8.492462 0.812922
171 8.542714 0.729544
172 8.592965 0.782529
173 8.643216 0.774987
174 8.693467 0.879509
175 8.743719 0.802596
176 8.793970 0.790309
177 8.844221 0.802781
178 8.894472 0.693454
179 8.944724 0.740213
180 8.994975 0.803930
181 9.045226 0.820641
182 9.095477 0.735181
183 9.145729 0.857817
184 9.195980 0.872276
185 9.246231 0.975571
186 9.296482 0.919887
187 9.346734 0.870301
188 9.396985 0.793844
189 9.447236 0.785750
190 9.497487 0.909702
191 9.547739 0.779912
192 9.597990 0.794012
193 9.648241 0.872154
194 9.698492 0.923329
195 9.748744 0.798723
196 9.798995 0.749076
197 9.849246 0.948553
198 9.899497 0.956209
199 9.949749 0.660996
200 10.000000 0.791729
