# Radial distribution function: CO
# Row Dist g(r)
1 0.500000 0.005220
2 0.597990 0.546211
3 0.695980 0.065658
4 0.793970 0.150519
5 0.891960 0.004546
6 0.989950 0.077913
7 1.087940 0.003833
8 1.185930 0.000003
9 1.283920 0.119599
10 1.381910 0.000082
11 1.479899 0.168809
12 1.577889 0.000112
13 1.675879 0.254719
14 1.773869 0.000665
15 1.871859 0.156920
16 1.969849 0.187423
17 2.067839 0.174261
18 2.165829 0.000870
19 2.263819 0.003882
20 2.361809 0.000724
21 2.459799 0.009759
22 2.557789 0.000049
23 2.655779 0.027296
24 2.753769 0.176961
25 2.851759 0.090972
26 2.949749 0.008958
27 3.047739 0.206813
28 3.145729 0.003635
29 3.243719 0.001213
30 3.341709 0.173366
31 3.439698 0.142734
32 3.537688 0.011743
33 3.635678 0.000114
34 3.733668 0.000086
35 3.831658 0.165130
36 3.929648 0.226325
37 4.027638 0.000132
38 4.125628 0.002384
39 4.223618 0.000441
40 4.321608 0.170465
41 4.419598 0.159244
42 4.517588 0.001033
43 4.615578 0.104536
44 4.713568 0.140679
45 4.811558 0.208491
46 4.909548 0.014467
47 5.007538 0.000136
48 5.105528 0.310563
49 5.203518 0.001454
50 5.301508 0.001133
51 5.399497 0.317505
52 5.497487 0.388674
53 5.595477 0.449808
54 5.693467 0.433094
55 5.791457 0.473021
56 5.889447 0.524014
57 5.987437 0.560441
58 6.085427 0.470689
59 6.183417 0.560940
60 6.281407 0.551371
61 6.379397 0.586059
62 6.477387 0.603690
63 6.575377 0.600452
64 6.673367 0.671129
65 6.771357 0.542268
66 6.869347 0.606934
67 6.967337 0.655838
68 7.065327 0.612630
69 7.163317 0.666006
70 7.261307 0.537090
71 7.359296 0.679992
72 7.457286 0.646347
73 7.555276 0.669590
74 7.653266 0.564297
75 7.751256 0.654795
76 7.849246 0.635785
77 7.947236 0.592612
78 8.045226 0.633476
79 8.143216 0.615693
80 8.241206 0.666840
81 8.339196 0.643378
82 8.437186 0.696705
83 8.535176 0.650509
84 8.633166 0.683553
85 8.731156 0.590147
86 8.829146 0.658781
87 8.927136 0.665320
88 9.025126 0.601876
89 9.123116 0.712674
90 9.221106 0.691864
91 9.319095 0.663434
92 9.417085 0.613143
93 9.515075 0.669796
94 9.613065 0.666615
95 9.711055 0.753419
96 9.809045 0.739742
97 9.907035 0.637603
98 10.005025 0.820826
99 10.103015 0.661232
100 10.201005 0.725879
101 10.298995 0.819871
102 10.396985 0.840962
103 10.494975 0.747172
104 10.592965 0.880379
105 10.690955 0.848581
106 10.788945 0.750820
107 10.886935 0.815125
108 10.984925 0.758996
109 11.082915 0.821115
110 11.180905 0.779603
111 11.278894 0.826493
112 11.376884 0.878165
113 11.474874 0.943380
114 11.572864 0.798718
115 11.670854 0.783162
116 11.768844 0.837115
117 11.866834 0.840561
118 11.964824 0.810980
119 12.062814 0.768267
120 12.160804 0.869243
121 12.258794 0.777241
122 12.356784 0.797499
123 12.454774 0.785544
124 12.552764 0.868620
125 12.650754 0.941105
126 12.748744 0.893358
127 12.846734 0.905056
128 12.944724 0.811469
129 13.042714 0.834288
130 13.140704 0.836806
131 13.238693 0.790137
132 13.336683 0.892346
133 13.434673 0.833772
134 13.532663 0.967291
135 13.630653 0.897550
136 13.728643 0.896810
137 13.826633 0.836927
138 13.924623 0.751382
139 14.022613 0.850210
140 14.120603 0.905697
141 14.218593 0.950012
142 14.316583 0.946264
143 14.414573 1.035307
144 14.512563 0.846291
145 14.610553 0.921410
146 14.708543 0.903477
147 14.806533 0.912901
148 14.904523 0.952042
149 15.002513 1.025515
150 15.100503 0.787882
151 15.198492 0.951601
152 15.296482 0.825992
153 15.394472 0.947667
154 15.492462 0.953757
155 15.590452 0.905678
156 15.688442 0.940230
157 15.786432 0.878840
158 15.884422 0.987337
159 15.982412 0.896553
160 16.080402 0.858252
161 16.178392 0.868504
162 16.276382 0.836684
163 16.374372 0.937903
164 16.472362 0.922543
165 16.570352 0.889421
166 16.668342 0.921495
167 16.766332 0.919362
168 16.864322 1.025226
169 16.962312 0.937210
170 17.060302 0.959920
171 17.158291 0.895491
172 17.256281 0.922785
173 17.354271 0.933234
174 17.452261 0.880914
175 17.550251 0.949738
176 17.648241 0.906601
177 17.746231 0.892290
178 17.844221 0.941268
179 17.942211 0.882626
180 18.040201 0.897487
181 18.138191 0.945067
182 18.236181 0.824605
183 18.334171 0.879342
184 18.432161 0.915758
185 18.530151 0.903351
186 18.628141 0.774739
187 18.726131 0.872881
188 18.824121 0.890550
189 18.922111 0.993966
190 19.020101 1.008353
191 19.118090 0.807496
192 19.216080 0.888839
193 19.314070 0.886204
194 19.412060 0.894814
195 19.510050 0.863720
196 19.608040 0.902069
197 19.706030 0.895208
198 19.804020 0.846386
199 19.902010 0.902793
200 20.000000 0.895220
