# TimeStep Temp Press PotEng KinEng Volume Density
0 298.36 -81.83 -21042.23 3350.00 54000.00 1.0436
100 298.98 -111.14 -20994.90 3350.00 54000.00 1.0463
200 299.34 -107.90 -20974.19 3350.00 54000.00 1.0468
300 299.57 -99.23 -20957.44 3350.00 54000.00 1.0472
400 299.72 -88.96 -20943.64 3350.00 54000.00 1.0474
500 299.82 -79.16 -20932.59 3350.00 54000.00 1.0476
600 299.88 -70.66 -20923.92 3350.00 54000.00 1.0476
700 299.93 -63.69 -20917.21 3350.00 54000.00 1.0477
800 299.95 -58.14 -20912.07 3350.00 54000.00 1.0477
900 299.97 -53.83 -20908.17 3350.00 54000.00 1.0477
1000 299.98 -50.52 -20905.23 3350.00 54000.00 1.0477
1100 299.99 -47.99 -20903.01 3350.00 54000.00 1.0477
1200 299.99 -46.09 -20901.33 3350.00 54000.00 1.0477
1300 300.00 -44.65 -20900.07 3350.00 54000.00 1.0477
1400 300.00 -43.57 -20899.10 3350.00 54000.00 1.0477
1500 300.00 -42.76 -20898.38 3350.00 54000.00 1.0476
1600 300.00 -42.15 -20897.81 3350.00 54000.00 1.0476
1700 300.00 -41.69 -20897.38 3350.00 54000.00 1.0476
1800 300.00 -41.34 -20897.05 3350.00 54000.00 1.0476
1900 300.00 -41.09 -20896.79 3350.00 54000.00 1.0476
2000 300.00 -40.89 -20896.59 3350.00 54000.00 1.0476
2100 300.00 -40.75 -20896.43 3350.00 54000.00 1.0476
2200 300.00 -40.64 -20896.31 3350.00 54000.00 1.0476
2300 300.00 -40.56 -20896.21 3350.00 54000.00 1.0476
2400 300.00 -40.50 -20896.12 3350.00 54000.00 1.0476
2500 300.00 -40.46 -20896.06 3350.00 54000.00 1.0476
2600 300.00 -40.43 -20896.02 3350.00 54000.00 1.0476
2700 300.00 -40.41 -20895.97 3350.00 54000.00 1.0476
2800 300.00 -40.39 -20895.94 3350.00 54000.00 1.0476
2900 300.00 -40.37 -20895.91 3350.00 54000.00 1.0476
3000 300.00 -40.37 -20895.88 3350.00 54000.00 1.0476
3100 300.00 -40.36 -20895.86 3350.00 54000.00 1.0476
3200 300.00 -40.36 -20895.85 3350.00 54000.00 1.0476
3300 300.00 -40.36 -20895.84 3350.00 54000.00 1.0476
3400 300.00 -40.36 -20895.82 3350.00 54000.00 1.0476
3500 300.00 -40.36 -20895.81 3350.00 54000.00 1.0476
3600 300.00 -40.36 -20895.80 3350.00 54000.00 1.0476
3700 300.00 -40.36 -20895.79 3350.00 54000.00 1.0476
3800 300.00 -40.36 -20895.79 3350.00 54000.00 1.0476
3900 300.00 -40.36 -20895.78 3350.00 54000.00 1.0476
4000 300.00 -40.36 -20895.77 3350.00 54000.00 1.0476
4100 300.00 -40.36 -20895.77 3350.00 54000.00 1.0476
4200 300.00 -40.36 -20895.76 3350.00 54000.00 1.0476
4300 300.00 -40.36 -20895.76 3350.00 54000.00 1.0476
4400 300.00 -40.36 -20895.75 3350.00 54000.00 1.0476
4500 300.00 -40.36 -20895.75 3350.00 54000.00 1.0476
4600 300.00 -40.36 -20895.74 3350.00 54000.00 1.0476
4700 300.00 -40.36 -20895.74 3350.00 54000.00 1.0476
4800 300.00 -40.36 -20895.73 3350.00 54000.00 1.0476
4900 300.00 -40.36 -20895.73 3350.00 54000.00 1.0476
5000 300.00 -40.36 -20895.72 3350.00 54000.00 1.0476
5100 300.00 -40.36 -20895.72 3350.00 54000.00 1.0476
5200 300.00 -40.36 -20895.71 3350.00 54000.00 1.0476
5300 300.00 -40.36 -20895.71 3350.00 54000.00 1.0476
5400 300.00 -40.36 -20895.70 3350.00 54000.00 1.0476
5500 300.00 -40.36 -20895.70 3350.00 54000.00 1.0476
5600 300.00 -40.36 -20895.70 3350.00 54000.00 1.0476
5700 300.00 -40.36 -20895.69 3350.00 54000.00 1.0476
5800 300.00 -40.36 -20895.69 3350.00 54000.00 1.0476
5900 300.00 -40.36 -20895.69 3350.00 54000.00 1.0476
6000 300.00 -40.36 -20895.69 3350.00 54000.00 1.0476
6100 300.00 -40.36 -20895.69 3350.00 54000.00 1.0476
6200 300.00 -40.36 -20895.69 3350.00 54000.00 1.0476
6300 300.00 -40.36 -20895.69 3350.00 54000.00 1.0476
6400 300.00 -40.36 -20895.68 3350.00 54000.00 1.0476
6500 300.00 -40.36 -20895.68 3350.00 54000.00 1.0476
6600 300.00 -40.36 -20895.68 3350.00 54000.00 1.0476
6700 300.00 -40.36 -20895.67 3350.00 54000.00 1.0476
6800 300.00 -40.36 -20895.67 3350.00 54000.00 1.0476
6900 300.00 -40.36 -20895.67 3350.00 54000.00 1.0476
7000 300.00 -40.36 -20895.66 3350.00 54000.00 1.0476
7100 300.00 -40.36 -20895.66 3350.00 54000.00 1.0476
7200 300.00 -40.36 -20895.65 3350.00 54000.00 1.0476
7300 300.00 -40.36 -20895.65 3350.00 54000.00 1.0476
7400 300.00 -40.36 -20895.65 3350.00 54000.00 1.0476
7500 300.00 -40.36 -20895.65 3350.00 54000.00 1.0476
7600 300.00 -40.36 -20895.65 3350.00 54000.00 1.0476
7700 300.00 -40.36 -20895.65 3350.00 54000.00 1.0476
7800 300.00 -40.36 -20895.65 3350.00 54000.00 1.0476
7900 300.00 -40.36 -20895.65 3350.00 54000.00 1.0476
8000 300.00 -40.36 -20895.65 3350.00 54000.00 1.0476
8100 300.00 -40.36 -20895.65 3350.00 54000.00 1.0476
8200 300.00 -40.36 -20895.65 3350.00 54000.00 1.0476
8300 300.00 -40.36 -20895.65 3350.00 54000.00 1.0476
8400 300.00 -40.36 -20895.65 3350.00 54000.00 1.0476
8500 300.00 -40.36 -20895.65 3350.00 54000.00 1.0476
8600 300.00 -40.36 -20895.65 3350.00 54000.00 1.0476
8700 300.00 -40.36 -20895.65 3350.00 54000.00 1.0476
8800 300.00 -40.36 -20895.64 3350.00 54000.00 1.0476
8900 300.00 -40.36 -20895.64 3350.00 54000.00 1.0476
9000 300.00 -40.36 -20895.64 3350.00 54000.00 1.0476
9100 300.00 -40.36 -20895.64 3350.00 54000.00 1.0476
9200 300.00 -40.36 -20895.64 3350.00 54000.00 1.0476
9300 300.00 -40.36 -20895.64 3350.00 54000.00 1.0476
9400 300.00 -40.36 -20895.64 3350.00 54000.00 1.0476
9500 300.00 -40.36 -20895.64 3350.00 54000.00 1.0476
9600 300.00 -40.36 -20895.64 3350.00 54000.00 1.0476
9700 300.00 -40.36 -20895.64 3350.00 54000.00 1.0476
9800 300.00 -40.35 -20895.63 3350.00 54000.00 1.0476
