# Time-averaged data for fix thermo_detailed
# TimeStep v_temp v_press v_pe v_ke v_vol v_dens
600100 299.999451 71.978493 -20486.550781 3356.177490 54863.222656 1.039828
600200 298.841919 83.080124 -20501.367188 3343.228027 54947.929688 1.038225
600300 298.402435 86.707932 -20502.445312 3338.311279 54979.945312 1.037620
600400 298.167938 90.502747 -20500.417969 3335.687988 55007.597656 1.037098
600500 298.040009 93.803612 -20498.494141 3334.256836 55027.972656 1.036714
600600 297.967255 96.321693 -20497.169922 3333.442871 55042.003906 1.036450
600700 297.924438 98.073616 -20496.343750 3332.963867 55051.390625 1.036273
600800 297.898682 99.241318 -20495.863281 3332.675537 55057.507812 1.036158
600900 297.882935 99.997665 -20495.599609 3332.499512 55061.441406 1.036084
601000 297.873291 100.492477 -20495.470703 3332.391602 55063.882812 1.036038
601100 297.867401 100.827164 -20495.425781 3332.325684 55065.343750 1.036011
601200 297.863861 101.063797 -20495.429688 3332.286133 55066.164062 1.035995
601300 297.861847 101.239639 -20495.466797 3332.263672 55066.554688 1.035988
601400 297.860687 101.377396 -20495.517578 3332.250488 55066.703125 1.035985
601500 297.860107 101.498451 -20495.580078 3332.244141 55066.671875 1.035986
601600 297.859924 101.593559 -20495.656250 3332.242188 55066.550781 1.035988
601700 297.859894 101.675331 -20495.736328 3332.241943 55066.386719 1.035991
601800 297.860046 101.748734 -20495.816406 3332.243652 55066.191406 1.035995
601900 297.860199 101.813988 -20495.892578 3332.245117 55065.996094 1.035998
602000 297.860382 101.865067 -20495.966797 3332.247070 55065.824219 1.036002
602100 297.860535 101.908096 -20496.037109 3332.248779 55065.667969 1.036005
602200 297.860779 101.942635 -20496.107422 3332.251709 55065.511719 1.036008
602300 297.860931 101.974007 -20496.171875 3332.253418 55065.371094 1.036010
602400 297.861115 101.997322 -20496.234375 3332.255371 55065.250000 1.036013
602500 297.861298 102.021843 -20496.291016 3332.257324 55065.140625 1.036015
602600 297.861450 102.044014 -20496.341797 3332.259033 55065.035156 1.036017
602700 297.861572 102.056618 -20496.386719 3332.260498 55064.960938 1.036018
602800 297.861664 102.069618 -20496.429688 3332.261475 55064.898438 1.036019
602900 297.861755 102.076378 -20496.466797 3332.262695 55064.835938 1.036020
603000 297.861847 102.082497 -20496.505859 3332.263672 55064.781250 1.036021
603100 297.861938 102.082199 -20496.541016 3332.264648 55064.746094 1.036022
603200 297.861969 102.081207 -20496.564453 3332.265137 55064.718750 1.036023
603300 297.862030 102.082367 -20496.591797 3332.265625 55064.687500 1.036023
603400 297.862122 102.079178 -20496.619141 3332.266602 55064.667969 1.036023
603500 297.862152 102.078789 -20496.638672 3332.267090 55064.656250 1.036024
603600 297.862183 102.076782 -20496.658203 3332.267334 55064.636719 1.036024
603700 297.862213 102.074677 -20496.679688 3332.267578 55064.628906 1.036024
603800 297.862274 102.065918 -20496.695312 3332.268311 55064.621094 1.036024
