# Radial distribution function: OO
# Row Dist g(r)
1 0.000000 0.015595
2 0.050251 0.019067
3 0.100503 0.025816
4 0.150754 0.004566
5 0.201005 0.008464
6 0.251256 0.020074
7 0.301508 0.029459
8 0.351759 0.000913
9 0.402010 0.045150
10 0.452261 0.012739
11 0.502513 0.016008
12 0.552764 0.001545
13 0.603015 0.009698
14 0.653266 0.006231
15 0.703518 0.011824
16 0.753769 0.047130
17 0.804020 0.009286
18 0.854271 0.004269
19 0.904523 0.022085
20 0.954774 0.016178
21 1.005025 0.016937
22 1.055276 0.019266
23 1.105528 0.019491
24 1.155779 0.013177
25 1.206030 0.012264
26 1.256281 0.001749
27 1.306533 0.023117
28 1.356784 0.020953
29 1.407035 0.003799
30 1.457286 0.022236
31 1.507538 0.005724
32 1.557789 0.018877
33 1.608040 0.005487
34 1.658291 0.007131
35 1.708543 0.015283
36 1.758794 0.016533
37 1.809045 0.015572
38 1.859296 0.010819
39 1.909548 0.016413
40 1.959799 0.007414
41 2.010050 0.014227
42 2.060302 0.042658
43 2.110553 0.413156
44 2.160804 1.791016
45 2.211055 1.917063
46 2.261307 2.967268
47 2.311558 2.593110
48 2.361809 1.836896
49 2.412060 2.001911
50 2.462312 1.431672
51 2.512563 0.764398
52 2.562814 0.732909
53 2.613065 0.681143
54 2.663317 0.602758
55 2.713568 0.534381
56 2.763819 0.511297
57 2.814070 0.614034
58 2.864322 0.589245
59 2.914573 0.664383
60 2.964824 0.670083
61 3.015075 0.606814
62 3.065327 0.601183
63 3.115578 0.640013
64 3.165829 0.819839
65 3.216080 0.784906
66 3.266332 0.839128
67 3.316583 0.754842
68 3.366834 1.037398
69 3.417085 0.921804
70 3.467337 0.828059
71 3.517588 0.925068
72 3.567839 0.789173
73 3.618090 0.956373
74 3.668342 0.975923
75 3.718593 1.026271
76 3.768844 0.929041
77 3.819095 0.765678
78 3.869347 1.005885
79 3.919598 0.896221
80 3.969849 0.646065
81 4.020101 0.808283
82 4.070352 0.865474
83 4.120603 0.848256
84 4.170854 0.812172
85 4.221106 0.768422
86 4.271357 0.782020
87 4.321608 0.973694
88 4.371859 0.655439
89 4.422111 0.812839
90 4.472362 0.642488
91 4.522613 0.755803
92 4.572864 0.785347
93 4.623116 0.595465
94 4.673367 0.595452
95 4.723618 0.742325
96 4.773869 0.675701
97 4.824121 0.722883
98 4.874372 0.801748
99 4.924623 0.702258
100 4.974874 0.822991
101 5.025126 0.832100
102 5.075377 0.781523
103 5.125628 0.583488
104 5.175879 0.796896
105 5.226131 0.735607
106 5.276382 0.726780
107 5.326633 0.865026
108 5.376884 0.815960
109 5.427136 0.798038
110 5.477387 0.813131
111 5.527638 0.845156
112 5.577889 0.726889
113 5.628141 0.917047
114 5.678392 1.008078
115 5.728643 0.695947
116 5.778894 0.950782
117 5.829146 0.729937
118 5.879397 0.935614
119 5.929648 0.985820
120 5.979899 0.856426
121 6.030151 0.781034
122 6.080402 0.875060
123 6.130653 0.708867
124 6.180905 0.799985
125 6.231156 0.763935
126 6.281407 0.819734
127 6.331658 0.894750
128 6.381910 0.692797
129 6.432161 0.947799
130 6.482412 0.521199
131 6.532663 0.784609
132 6.582915 0.699603
133 6.633166 0.750668
134 6.683417 0.962849
135 6.733668 0.933697
136 6.783920 0.872719
137 6.834171 0.828358
138 6.884422 0.795886
139 6.934673 0.873296
140 6.984925 0.779464
141 7.035176 0.870683
142 7.085427 0.893573
143 7.135678 0.762400
144 7.185930 0.785009
145 7.236181 0.840506
146 7.286432 0.836173
147 7.336683 0.935549
148 7.386935 0.684629
149 7.437186 0.651725
150 7.487437 0.874324
151 7.537688 0.705420
152 7.587940 0.873556
153 7.638191 0.677532
154 7.688442 0.885469
155 7.738693 0.706613
156 7.788945 0.702665
157 7.839196 0.876317
158 7.889447 0.728620
159 7.939698 0.672459
160 7.989950 0.787422
161 8.040201 0.654927
162 8.090452 0.618382
163 8.140704 0.731584
164 8.190955 0.827857
165 8.241206 0.931540
166 8.291457 0.748266
167 8.341709 0.885236
168 8.391960 0.763531
169 8.442211 0.700875
170 8.492462 0.984853
171 8.542714 0.628878
172 8.592965 0.736315
173 8.643216 0.826155
174 8.693467 1.068783
175 8.743719 0.766443
176 8.793970 0.728858
177 8.844221 0.912546
178 8.894472 0.750170
179 8.944724 0.687989
180 8.994975 0.767295
181 9.045226 0.881769
182 9.095477 0.514010
183 9.145729 0.738744
184 9.195980 0.721024
185 9.246231 0.717256
186 9.296482 0.822706
187 9.346734 0.751989
188 9.396985 0.752465
189 9.447236 0.777001
190 9.497487 0.818338
191 9.547739 0.925354
192 9.597990 0.796282
193 9.648241 0.935955
194 9.698492 0.851786
195 9.748744 0.917111
196 9.798995 0.965397
197 9.849246 0.660562
198 9.899497 0.605321
199 9.949749 0.903467
200 10.000000 0.928015
