# TimeStep Temp Press PotEng KinEng Volume Density
0 297.56 -76.98 -21106.78 3350.00 54000.00 1.0440
100 298.48 -150.58 -21033.65 3350.00 54000.00 1.0466
200 298.99 -152.47 -21014.27 3350.00 54000.00 1.0472
300 299.32 -145.39 -20996.17 3350.00 54000.00 1.0476
400 299.55 -134.81 -20979.79 3350.00 54000.00 1.0479
500 299.69 -123.92 -20965.83 3350.00 54000.00 1.0481
600 299.79 -114.15 -20954.42 3350.00 54000.00 1.0481
700 299.86 -105.95 -20945.36 3350.00 54000.00 1.0482
800 299.90 -99.37 -20938.33 3350.00 54000.00 1.0482
900 299.94 -94.21 -20932.97 3350.00 54000.00 1.0481
1000 299.96 -90.24 -20928.96 3350.00 54000.00 1.0481
1100 299.97 -87.22 -20925.99 3350.00 54000.00 1.0481
1200 299.98 -84.94 -20923.81 3350.00 54000.00 1.0481
1300 299.99 -83.23 -20922.22 3350.00 54000.00 1.0481
1400 300.00 -81.94 -20921.07 3350.00 54000.00 1.0481
1500 300.00 -80.99 -20920.24 3350.00 54000.00 1.0481
1600 300.00 -80.27 -20919.65 3350.00 54000.00 1.0481
1700 300.00 -79.74 -20919.23 3350.00 54000.00 1.0481
1800 300.01 -79.34 -20918.92 3350.00 54000.00 1.0481
1900 300.01 -79.05 -20918.69 3350.00 54000.00 1.0481
2000 300.01 -78.83 -20918.54 3350.00 54000.00 1.0481
2100 300.01 -78.67 -20918.43 3350.00 54000.00 1.0481
2200 300.01 -78.55 -20918.35 3350.00 54000.00 1.0481
2300 300.01 -78.46 -20918.29 3350.00 54000.00 1.0481
2400 300.01 -78.39 -20918.25 3350.00 54000.00 1.0481
2500 300.01 -78.34 -20918.22 3350.00 54000.00 1.0481
2600 300.01 -78.31 -20918.20 3350.00 54000.00 1.0481
2700 300.01 -78.29 -20918.19 3350.00 54000.00 1.0481
2800 300.01 -78.27 -20918.18 3350.00 54000.00 1.0481
2900 300.01 -78.26 -20918.18 3350.00 54000.00 1.0481
3000 300.01 -78.25 -20918.18 3350.00 54000.00 1.0481
3100 300.01 -78.25 -20918.18 3350.00 54000.00 1.0481
3200 300.01 -78.24 -20918.18 3350.00 54000.00 1.0481
3300 300.01 -78.24 -20918.18 3350.00 54000.00 1.0481
3400 300.01 -78.24 -20918.18 3350.00 54000.00 1.0481
3500 300.01 -78.24 -20918.18 3350.00 54000.00 1.0481
3600 300.01 -78.24 -20918.18 3350.00 54000.00 1.0481
3700 300.01 -78.24 -20918.18 3350.00 54000.00 1.0481
3800 300.01 -78.25 -20918.18 3350.00 54000.00 1.0481
3900 300.01 -78.25 -20918.19 3350.00 54000.00 1.0481
4000 300.01 -78.25 -20918.19 3350.00 54000.00 1.0481
4100 300.01 -78.25 -20918.19 3350.00 54000.00 1.0481
4200 300.01 -78.25 -20918.19 3350.00 54000.00 1.0481
4300 300.01 -78.26 -20918.19 3350.00 54000.00 1.0481
4400 300.01 -78.26 -20918.19 3350.00 54000.00 1.0481
4500 300.01 -78.26 -20918.19 3350.00 54000.00 1.0481
4600 300.01 -78.26 -20918.19 3350.00 54000.00 1.0481
4700 300.01 -78.26 -20918.19 3350.00 54000.00 1.0481
4800 300.01 -78.26 -20918.19 3350.00 54000.00 1.0481
4900 300.01 -78.26 -20918.19 3350.00 54000.00 1.0481
5000 300.01 -78.26 -20918.19 3350.00 54000.00 1.0481
5100 300.01 -78.26 -20918.20 3350.00 54000.00 1.0481
5200 300.01 -78.27 -20918.20 3350.00 54000.00 1.0481
5300 300.01 -78.27 -20918.19 3350.00 54000.00 1.0481
5400 300.01 -78.27 -20918.19 3350.00 54000.00 1.0481
5500 300.01 -78.27 -20918.19 3350.00 54000.00 1.0481
5600 300.01 -78.27 -20918.19 3350.00 54000.00 1.0481
5700 300.01 -78.27 -20918.19 3350.00 54000.00 1.0481
5800 300.01 -78.27 -20918.19 3350.00 54000.00 1.0481
