# TimeStep Temp Press PotEng KinEng Volume Density
0 297.06 -50.96 -21146.01 3350.00 54000.00 1.0449
100 298.16 -162.23 -21059.70 3350.00 54000.00 1.0467
200 298.75 -167.83 -21038.37 3350.00 54000.00 1.0473
300 299.16 -161.83 -21016.84 3350.00 54000.00 1.0477
400 299.42 -151.28 -20996.95 3350.00 54000.00 1.0479
500 299.60 -140.06 -20979.93 3350.00 54000.00 1.0480
600 299.72 -129.81 -20965.99 3350.00 54000.00 1.0480
700 299.79 -121.12 -20954.93 3350.00 54000.00 1.0479
800 299.85 -114.08 -20946.33 3350.00 54000.00 1.0479
900 299.88 -108.53 -20939.76 3350.00 54000.00 1.0478
1000 299.91 -104.24 -20934.81 3350.00 54000.00 1.0478
1100 299.93 -100.97 -20931.13 3350.00 54000.00 1.0477
1200 299.94 -98.51 -20928.41 3350.00 54000.00 1.0477
1300 299.95 -96.67 -20926.41 3350.00 54000.00 1.0477
1400 299.96 -95.31 -20924.96 3350.00 54000.00 1.0477
1500 299.96 -94.32 -20923.89 3350.00 54000.00 1.0477
1600 299.97 -93.59 -20923.12 3350.00 54000.00 1.0476
1700 299.97 -93.07 -20922.56 3350.00 54000.00 1.0476
1800 299.97 -92.71 -20922.16 3350.00 54000.00 1.0476
1900 299.97 -92.45 -20921.87 3350.00 54000.00 1.0476
2000 299.98 -92.28 -20921.66 3350.00 54000.00 1.0476
2100 299.98 -92.18 -20921.52 3350.00 54000.00 1.0476
2200 299.98 -92.12 -20921.42 3350.00 54000.00 1.0476
2300 299.98 -92.09 -20921.35 3350.00 54000.00 1.0476
2400 299.98 -92.08 -20921.31 3350.00 54000.00 1.0476
2500 299.98 -92.09 -20921.28 3350.00 54000.00 1.0476
2600 299.98 -92.11 -20921.27 3350.00 54000.00 1.0476
2700 299.98 -92.13 -20921.26 3350.00 54000.00 1.0476
2800 299.98 -92.17 -20921.26 3350.00 54000.00 1.0476
2900 299.98 -92.20 -20921.27 3350.00 54000.00 1.0476
3000 299.98 -92.23 -20921.27 3350.00 54000.00 1.0476
3100 299.98 -92.26 -20921.28 3350.00 54000.00 1.0476
3200 299.98 -92.29 -20921.29 3350.00 54000.00 1.0476
3300 299.98 -92.32 -20921.30 3350.00 54000.00 1.0476
3400 299.98 -92.35 -20921.31 3350.00 54000.00 1.0476
3500 299.98 -92.38 -20921.32 3350.00 54000.00 1.0476
3600 299.98 -92.40 -20921.33 3350.00 54000.00 1.0476
3700 299.98 -92.42 -20921.34 3350.00 54000.00 1.0476
3800 299.98 -92.44 -20921.34 3350.00 54000.00 1.0476
3900 299.98 -92.46 -20921.35 3350.00 54000.00 1.0476
4000 299.98 -92.47 -20921.36 3350.00 54000.00 1.0476
4100 299.98 -92.49 -20921.36 3350.00 54000.00 1.0476
4200 299.98 -92.50 -20921.37 3350.00 54000.00 1.0476
4300 299.98 -92.51 -20921.37 3350.00 54000.00 1.0476
4400 299.98 -92.52 -20921.37 3350.00 54000.00 1.0476
4500 299.98 -92.53 -20921.37 3350.00 54000.00 1.0476
4600 299.98 -92.54 -20921.38 3350.00 54000.00 1.0476
4700 299.98 -92.55 -20921.38 3350.00 54000.00 1.0476
4800 299.98 -92.56 -20921.37 3350.00 54000.00 1.0476
4900 299.98 -92.57 -20921.38 3350.00 54000.00 1.0476
5000 299.98 -92.58 -20921.38 3350.00 54000.00 1.0476
5100 299.98 -92.58 -20921.38 3350.00 54000.00 1.0476
5200 299.98 -92.59 -20921.38 3350.00 54000.00 1.0476
5300 299.98 -92.59 -20921.38 3350.00 54000.00 1.0476
5400 299.98 -92.59 -20921.38 3350.00 54000.00 1.0476
5500 299.98 -92.60 -20921.38 3350.00 54000.00 1.0476
5600 299.98 -92.60 -20921.38 3350.00 54000.00 1.0476
5700 299.98 -92.60 -20921.38 3350.00 54000.00 1.0476
5800 299.98 -92.61 -20921.38 3350.00 54000.00 1.0476
5900 299.98 -92.61 -20921.38 3350.00 54000.00 1.0476
6000 299.98 -92.61 -20921.38 3350.00 54000.00 1.0476
6100 299.98 -92.61 -20921.38 3350.00 54000.00 1.0476
6200 299.98 -92.61 -20921.39 3350.00 54000.00 1.0476
6300 299.98 -92.61 -20921.39 3350.00 54000.00 1.0476
6400 299.98 -92.62 -20921.39 3350.00 54000.00 1.0476
6500 299.98 -92.62 -20921.39 3350.00 54000.00 1.0476
6600 299.98 -92.62 -20921.39 3350.00 54000.00 1.0476
6700 299.98 -92.62 -20921.39 3350.00 54000.00 1.0476
6800 299.98 -92.62 -20921.39 3350.00 54000.00 1.0476
6900 299.98 -92.62 -20921.39 3350.00 54000.00 1.0476
7000 299.98 -92.63 -20921.39 3350.00 54000.00 1.0476
7100 299.98 -92.62 -20921.39 3350.00 54000.00 1.0476
7200 299.98 -92.62 -20921.39 3350.00 54000.00 1.0476
7300 299.98 -92.62 -20921.39 3350.00 54000.00 1.0476
7400 299.98 -92.62 -20921.39 3350.00 54000.00 1.0476
7500 299.98 -92.62 -20921.39 3350.00 54000.00 1.0476
7600 299.98 -92.63 -20921.39 3350.00 54000.00 1.0476
7700 299.98 -92.63 -20921.39 3350.00 54000.00 1.0476
7800 299.98 -92.63 -20921.39 3350.00 54000.00 1.0476
7900 299.98 -92.63 -20921.39 3350.00 54000.00 1.0476
8000 299.98 -92.63 -20921.39 3350.00 54000.00 1.0476
8100 299.98 -92.63 -20921.39 3350.00 54000.00 1.0476
8200 299.98 -92.63 -20921.39 3350.00 54000.00 1.0476
8300 299.98 -92.63 -20921.39 3350.00 54000.00 1.0476
8400 299.98 -92.63 -20921.39 3350.00 54000.00 1.0476
8500 299.98 -92.63 -20921.39 3350.00 54000.00 1.0476
8600 299.98 -92.63 -20921.39 3350.00 54000.00 1.0476
8700 299.98 -92.63 -20921.39 3350.00 54000.00 1.0476
8800 299.98 -92.64 -20921.39 3350.00 54000.00 1.0476
8900 299.98 -92.64 -20921.39 3350.00 54000.00 1.0476
9000 299.98 -92.64 -20921.39 3350.00 54000.00 1.0476
9100 299.98 -92.64 -20921.39 3350.00 54000.00 1.0476
9200 299.98 -92.64 -20921.39 3350.00 54000.00 1.0476
9300 299.98 -92.64 -20921.39 3350.00 54000.00 1.0476
9400 299.98 -92.64 -20921.39 3350.00 54000.00 1.0476
9500 299.98 -92.64 -20921.39 3350.00 54000.00 1.0476
9600 299.98 -92.64 -20921.39 3350.00 54000.00 1.0476
9700 299.98 -92.64 -20921.39 3350.00 54000.00 1.0476
9800 299.98 -92.64 -20921.39 3350.00 54000.00 1.0476
9900 299.98 -92.64 -20921.39 3350.00 54000.00 1.0476
10000 299.98 -92.64 -20921.39 3350.00 54000.00 1.0476
10100 299.98 -92.64 -20921.39 3350.00 54000.00 1.0476
10200 299.98 -92.64 -20921.39 3350.00 54000.00 1.0476
10300 299.98 -92.64 -20921.39 3350.00 54000.00 1.0476
10400 299.98 -92.64 -20921.39 3350.00 54000.00 1.0476
10500 299.98 -92.64 -20921.39 3350.00 54000.00 1.0476
10600 299.98 -92.64 -20921.39 3350.00 54000.00 1.0476
10700 299.98 -92.64 -20921.39 3350.00 54000.00 1.0476
10800 299.98 -92.64 -20921.39 3350.00 54000.00 1.0476
10900 299.98 -92.64 -20921.39 3350.00 54000.00 1.0476
11000 299.98 -92.64 -20921.38 3350.00 54000.00 1.0476
11100 299.98 -92.64 -20921.38 3350.00 54000.00 1.0476
11200 299.98 -92.64 -20921.38 3350.00 54000.00 1.0476
11300 299.98 -92.64 -20921.38 3350.00 54000.00 1.0476
11400 299.98 -92.64 -20921.38 3350.00 54000.00 1.0476
11500 299.98 -92.64 -20921.38 3350.00 54000.00 1.0476
11600 299.98 -92.64 -20921.38 3350.00 54000.00 1.0476
11700 299.98 -92.64 -20921.38 3350.00 54000.00 1.0476
11800 299.98 -92.64 -20921.38 3350.00 54000.00 1.0476
11900 299.98 -92.64 -20921.38 3350.00 54000.00 1.0476
12000 299.98 -92.64 -20921.38 3350.00 54000.00 1.0476
12100 299.98 -92.64 -20921.38 3350.00 54000.00 1.0476
12200 299.98 -92.64 -20921.38 3350.00 54000.00 1.0476
12300 299.98 -92.64 -20921.38 3350.00 54000.00 1.0476
12400 299.98 -92.64 -20921.38 3350.00 54000.00 1.0476
12500 299.98 -92.64 -20921.38 3350.00 54000.00 1.0476
