# Time(ps) T_C60(K) T_water(K)
0.5 0 304.77902381532095433
0.5999999999999999778 0 125.37238079957523951
0.69999999999999995559 0 163.36790998576961442
0.80000000000000004441 0 202.93260176949019069
0.9000000000000000222 0 235.96644612279109765
1 0 272.57264652619585377
1.1000000000000000888 0 293.89865484521516237
1.1999999999999999556 0 293.75733068086111643
1.3000000000000000444 0 314.23293202966004856
1.3999999999999999112 0 307.89593079633391426
1.5 0 296.44172497519355147
1.6000000000000000888 0 290.73578335835674125
1.6999999999999999556 0 300.12148777236888009
1.8000000000000000444 0 297.42976206870656597
1.8999999999999999112 0 304.41599226242266241
2 0 300.54547369794778433
2.1000000000000000888 0 296.05215317596821478
2.2000000000000001776 0 303.47440494637720576
2.2999999999999998224 0 301.19334672331456204
2.3999999999999999112 0 295.83825494689693869
2.5 0 300.53878779223185802
2.6000000000000000888 0 302.78346652108712078
2.7000000000000001776 0 304.48271502701203417
2.7999999999999998224 0 297.52002669683878366
2.8999999999999999112 0 288.37081145781655778
3 0 303.89187777019458281
3.1000000000000000888 0 313.2526496243220322
3.2000000000000001776 0 309.31259498285720611
3.2999999999999998224 0 295.45406189462511293
3.3999999999999999112 0 300.92321635697680904
3.5 0 302.87706875030181664
3.6000000000000000888 0 313.09076100316644897
3.7000000000000001776 0 297.28797343523621066
3.7999999999999998224 0 294.79369839408843745
3.8999999999999999112 0 297.86839511368060585
4 0 294.02819602274428235
4.0999999999999996447 0 312.10247976794670421
4.2000000000000001776 0 304.21381030451954075
4.2999999999999998224 0 297.8298267776767716
4.4000000000000003553 0 291.05928119734329584
4.5 0 298.94422617147364463
4.5999999999999996447 0 308.46749607504966662
4.7000000000000001776 0 299.36435552148930128
4.7999999999999998224 0 301.0085558816675757
4.9000000000000003553 0 298.67232037600996364
5 0 292.12003354941316502
5.0999999999999996447 0 300.69201089375917491
5.2000000000000001776 0 315.3159712093587359
5.2999999999999998224 0 302.19143691207801794
5.4000000000000003553 0 301.50264283525774545
5.5 0 309.4894910981890348
5.5999999999999996447 0 296.97961054014911042
5.7000000000000001776 0 296.02459222977813624
5.7999999999999998224 0 301.2223910424713722
5.9000000000000003553 0 304.1323097923772707
6 0 291.20322765030982737
6.0999999999999996447 0 291.00019597060901333
6.2000000000000001776 0 301.29067291337690904
6.2999999999999998224 0 307.53804602762761533
6.4000000000000003553 0 295.53111714659411291
6.5 0 294.80347114723394952
6.5999999999999996447 0 299.91463197186612888
6.7000000000000001776 0 293.3024855422331143
6.7999999999999998224 0 297.58504139913685549
6.9000000000000003553 0 294.07365306044380304
7 0 309.38123509207929374
7.0999999999999996447 0 297.2800272487344273
7.2000000000000001776 0 310.36640191797596344
7.2999999999999998224 0 301.53769288342533628
7.4000000000000003553 0 293.74119115678576009
7.5 0 287.083014259419258
7.5999999999999996447 0 300.53638778046735069
7.7000000000000001776 0 307.0849696356909817
7.7999999999999998224 0 302.33615106653354587
7.9000000000000003553 0 294.3847091249474488
8 0 292.13896812958000737
8.0999999999999996447 0 306.59553526227028897
8.1999999999999992895 0 305.18960319943874993
8.3000000000000007105 0 302.90768287912874257
8.4000000000000003553 0 305.39246812405968967
8.5 0 300.4273643933648259
8.5999999999999996447 0 292.6401952263580597
8.6999999999999992895 0 305.44078007347042103
8.8000000000000007105 0 307.14496375670336192
8.9000000000000003553 0 300.62719037776918185
9 0 305.53502643631031788
9.0999999999999996447 0 311.93610401067411431
9.1999999999999992895 0 307.55359774586565891
9.3000000000000007105 0 312.17202065514976539
9.4000000000000003553 0 294.34356163902674552
9.5 0 294.02031646801265197
9.5999999999999996447 0 287.76107160464573553
9.6999999999999992895 0 290.80474410997430823
9.8000000000000007105 0 316.76618972134065189
9.9000000000000003553 0 308.34900669955158037
10 0 292.7701789345422867
10.099999999999999645 0 293.60724205504152451
10.199999999999999289 0 304.52493909335476019
10.300000000000000711 0 293.88668317213210912
10.400000000000000355 0 289.99311424295706274
10.5 0 289.9672752567862517
10.599999999999999645 0 295.06989641667621527
10.699999999999999289 0 301.99442164587873094
10.800000000000000711 0 312.1404488126107708
10.900000000000000355 0 300.83972943750256945
11 0 294.94310196382576805
11.099999999999999645 0 309.14184633079355535
11.199999999999999289 0 311.09059840382076345
11.300000000000000711 0 306.53003406890854876
11.400000000000000355 0 291.01524231446171598
11.5 0 292.23724053654507316
11.599999999999999645 0 296.42718679825833306
11.699999999999999289 0 295.92048031240318551
11.800000000000000711 0 299.33809762234415075
11.900000000000000355 0 310.94438744087005944
12 0 302.67983768794846355
12.099999999999999645 0 301.48192105853951261
12.199999999999999289 0 302.78421988113399266
12.300000000000000711 0 306.64201410652827917
12.400000000000000355 0 304.48034598272067797
12.5 0 306.34083356774391405
12.599999999999999645 0 303.78071346047295265
12.699999999999999289 0 304.00710640245398508
12.800000000000000711 0 309.14687120349100269
12.900000000000000355 0 289.28578679448014555
13 0 297.43181814815341113
13.099999999999999645 0 309.65198239589022933
13.199999999999999289 0 298.98604462746448007
13.300000000000000711 0 303.4432590996106569
13.400000000000000355 0 309.47856073428619084
13.5 0 294.54678186569481113
13.599999999999999645 0 286.47525012341776574
13.699999999999999289 0 298.71613764558748016
13.800000000000000711 0 300.87504387922916749
13.900000000000000355 0 300.84041360272931342
14 0 308.74471313322430888
14.099999999999999645 0 296.73222801332491372
14.199999999999999289 0 296.06479603295008474
14.300000000000000711 0 292.90334124285720918
14.400000000000000355 0 294.50759211210817057
14.5 0 297.30365822202435311
14.599999999999999645 0 296.48147431050182377
14.699999999999999289 0 312.59059996268524628
14.800000000000000711 0 306.68875390163810835
14.900000000000000355 0 303.77947852992485878
15 0 288.06213879278629975
15.099999999999999645 0 295.61278936638336745
15.199999999999999289 0 303.60548019805713693
15.300000000000000711 0 308.97612606023182025
15.400000000000000355 0 280.24182077470777585
15.5 0 285.0727068958837549
15.599999999999999645 0 298.1520349849678837
15.699999999999999289 0 287.67307235809096255
15.800000000000000711 0 307.65930174708040568
15.900000000000000355 0 300.38594000594781619
16 0 303.84986004740045473
16.100000000000001421 0 297.11939623569429614
16.199999999999999289 0 293.7343891152507922
16.300000000000000711 0 311.77708220611009438
16.399999999999998579 0 298.13047057092256864
16.5 0 296.71727086036884202
16.600000000000001421 0 297.91923599662680999
16.699999999999999289 0 290.70533996164357404
16.800000000000000711 0 294.68237231375280771
16.899999999999998579 0 319.48674257135212429
17 0 301.95648791059198857
17.100000000000001421 0 298.23460352096157067
17.199999999999999289 0 295.32702708458094776
17.300000000000000711 0 299.98031005635044721
17.399999999999998579 0 310.5407660458830037
17.5 0 310.93477246567738348
17.600000000000001421 0 294.74621715240249387
17.699999999999999289 0 299.86982083513612451
17.800000000000000711 0 305.76921689195825138
17.899999999999998579 0 296.31589906303344151
18 0 294.83884836719175837
18.100000000000001421 0 296.52681408524063045
18.199999999999999289 0 303.70409232429500435
18.300000000000000711 0 304.37011776642248151
18.399999999999998579 0 306.45538809932054392
18.5 0 302.46468077115252981
18.600000000000001421 0 294.56925153977852005
18.699999999999999289 0 302.95811998717800861
18.800000000000000711 0 292.10094642447569413
18.899999999999998579 0 303.02722367000967552
19 0 298.75317732426435668
19.100000000000001421 0 306.39820471032749083
19.199999999999999289 0 296.46654529129858702
19.300000000000000711 0 296.73688871773128994
19.399999999999998579 0 306.57131952594892255
19.5 0 294.91701448286175946
19.600000000000001421 0 305.35466066903950377
19.699999999999999289 0 290.15853390752459973
19.800000000000000711 0 294.49850562379879193
19.899999999999998579 0 300.82863279822606728
20 0 303.59046433848226343
20.100000000000001421 0 295.32954986607887804
20.199999999999999289 0 294.46657208706534448
20.300000000000000711 0 304.23270017276468025
20.399999999999998579 0 309.42366294791105474
20.5 0 298.91404629866792675
20.600000000000001421 0 301.49433044296131357
20.699999999999999289 0 300.89563602961032984
20.800000000000000711 0 296.90284867582982997
20.899999999999998579 0 303.25984905988400442
21 0 299.5092042397491241
21.100000000000001421 0 300.03490588021287522
21.199999999999999289 0 304.69848337826857687
21.300000000000000711 0 304.00658136895219741
21.399999999999998579 0 299.05852834400690199
21.5 0 303.40147294207383766
21.600000000000001421 0 293.68456918222500462
21.699999999999999289 0 302.57835032903642514
21.800000000000000711 0 293.54997240587323404
21.899999999999998579 0 285.77226651803130153
22 0 291.87004550854254603
22.100000000000001421 0 296.09346228107813204
22.199999999999999289 0 312.24497806872210504
22.300000000000000711 0 303.42724189051267558
22.399999999999998579 0 303.45721463151306807
22.5 0 293.85690283219923913
22.600000000000001421 0 287.13229080858809539
22.699999999999999289 0 293.97614970519094868
22.800000000000000711 0 294.75289016826826582
22.899999999999998579 0 297.11386339915605959
23 0 303.12777083581892157
23.100000000000001421 0 285.48402373698422707
23.199999999999999289 0 298.75598611326142873
23.300000000000000711 0 312.30231775275672135
23.399999999999998579 0 311.05579083945832508
23.5 0 304.93641231047206475
23.600000000000001421 0 294.10042487148183454
23.699999999999999289 0 303.48248556366735329
23.800000000000000711 0 301.6072146434449337
23.899999999999998579 0 300.58000959015157605
24 0 306.33477039278375287
24.100000000000001421 0 311.38942288955018967
24.199999999999999289 0 305.08069010682868338
24.300000000000000711 0 298.85109220338569003
24.399999999999998579 0 306.49079228050231904
24.5 0 294.21964900908477603
24.600000000000001421 0 299.8836856424897519
24.699999999999999289 0 288.76264828594554501
24.800000000000000711 0 302.8805750027302679
24.899999999999998579 0 304.76667090148060879
25 0 319.90835148280388012
25.100000000000001421 0 302.44443972173343127
25.199999999999999289 0 285.65592388227759102
25.300000000000000711 0 294.15338548335557789
25.399999999999998579 0 297.80496544102891221
25.5 0 308.66349417769077945
25.600000000000001421 0 311.74186568300450517
25.699999999999999289 0 304.99535709093555624
25.800000000000000711 0 302.14160690722610525
25.899999999999998579 0 303.81597568504065521
26 0 308.17836043623952946
26.100000000000001421 0 297.50198447992693218
26.199999999999999289 0 294.59165528151891067
26.300000000000000711 0 294.02553196245798972
26.399999999999998579 0 301.557521257312942
26.5 0 294.03329210733744503
26.600000000000001421 0 293.35045970996873166
26.699999999999999289 0 293.52078089773732472
26.800000000000000711 0 292.83061822770815752
26.899999999999998579 0 295.76368367922879088
27 0 301.94767304222466464
27.100000000000001421 0 311.86729852521284556
27.199999999999999289 0 320.0303248147680506
27.300000000000000711 0 311.25335472669900128
27.399999999999998579 0 298.70996551300834199
27.5 0 292.69150493222792875
27.600000000000001421 0 296.52945973247290112
27.699999999999999289 0 307.59883517817718257
27.800000000000000711 0 308.90217043078331471
27.899999999999998579 0 298.04417467455334645
28 0 306.52275899237190515
28.100000000000001421 0 297.91515959814358894
28.199999999999999289 0 289.27681950832845814
28.300000000000000711 0 288.899487193090863
28.399999999999998579 0 294.21714226521243063
28.5 0 317.91305506475413267
28.600000000000001421 0 292.06950613133346906
28.699999999999999289 0 299.38317210070869123
28.800000000000000711 0 290.48394462022076823
28.899999999999998579 0 300.714144264877973
29 0 302.65275686860979931
29.100000000000001421 0 298.44961650067824621
