C60 molecule from CIF

60 atoms
0 bonds
0 angles

3 atom types
2 bond types
1 angle types

-30.0 30.0 xlo xhi
-30.0 30.0 ylo yhi
-30.0 30.0 zlo zhi

Masses

1 12.011
2 15.999
3 1.008

Atoms # full

1 1 1 0.0 0.024433 -2.543350 2.452867
2 1 1 0.0 0.401433 -3.231350 1.301867
3 1 1 0.0 -0.735567 -3.376350 0.484867
4 1 1 0.0 -1.837567 -1.017350 2.766867
5 1 1 0.0 -0.972567 -0.085350 3.328867
6 1 1 0.0 0.383433 -0.368350 3.465867
7 1 1 0.0 0.904433 -1.593350 3.030867
8 1 1 0.0 1.668433 -2.973350 0.701867
9 1 1 0.0 2.531433 -2.036350 1.300867
10 1 1 0.0 2.170433 -1.348350 2.433867
11 1 1 0.0 -0.615567 -3.293350 -0.984133
12 1 1 0.0 0.639433 -3.051350 -1.564133
13 1 1 0.0 -2.811567 -0.310350 2.014867
14 1 1 0.0 -2.701567 -1.957350 -1.110133
15 1 1 0.0 -1.615567 -2.570350 -1.739133
16 1 1 0.0 -1.421567 1.204650 2.936867
17 1 1 0.0 -2.555567 1.024650 2.126867
18 1 1 0.0 2.436433 0.009650 2.517867
19 1 1 0.0 1.348433 0.638650 3.160867
20 1 1 0.0 -3.089567 -0.723350 -1.473133
21 1 1 0.0 -3.487567 0.002650 -0.302133
22 1 1 0.0 0.450433 -2.212350 -2.653133
23 1 1 0.0 -0.959567 -1.903350 -2.740133
24 1 1 0.0 0.926433 1.927650 2.759867
25 1 1 0.0 -0.428567 2.234650 2.655867
26 1 1 0.0 -3.244567 1.364650 -0.194133
27 1 1 0.0 -2.777567 1.894650 1.013867
28 1 1 0.0 -1.381567 -0.659350 -3.134133
29 1 1 0.0 -2.444567 -0.058350 -2.519133
30 1 1 0.0 2.534433 -1.085350 -2.124133
31 1 1 0.0 1.403433 -1.219350 -2.942133
32 1 1 0.0 3.498433 -0.013350 0.338867
33 1 1 0.0 3.117433 0.679650 1.453867
34 1 1 0.0 -0.614567 3.080650 1.518867
35 1 1 0.0 -1.788567 2.914650 0.708867
36 1 1 0.0 3.300433 0.872650 -0.832133
37 1 1 0.0 2.828433 0.342650 -2.015133
38 1 1 0.0 0.971433 0.064650 -3.299133
39 1 1 0.0 -0.397567 0.373650 -3.425133
40 1 1 0.0 -2.163567 1.360650 -2.407133
41 1 1 0.0 -2.553567 2.063650 -1.291133
42 1 1 0.0 -0.896567 1.596650 -2.994133
43 1 1 0.0 1.870433 1.026650 -2.736133
44 1 1 0.0 -3.302567 -0.853350 0.805867
45 1 1 0.0 -2.811567 -2.031350 0.355867
46 1 1 0.0 -1.812567 -2.748350 1.120867
47 1 1 0.0 -1.361567 -2.241350 2.331867
48 1 1 0.0 1.779433 -2.879350 -0.753133
49 1 1 0.0 2.715433 -1.922350 -1.013133
50 1 1 0.0 3.206433 -1.368350 0.237867
51 1 1 0.0 -1.667567 2.995650 -0.720133
52 1 1 0.0 -0.023567 2.525650 -2.432133
53 1 1 0.0 -0.399567 3.215650 -1.302133
54 1 1 0.0 0.645433 3.285650 0.931867
55 1 1 0.0 1.623433 2.602650 1.676867
56 1 1 0.0 0.767433 3.369650 -0.470133
57 1 1 0.0 2.675433 1.983650 1.041867
58 1 1 0.0 2.799433 2.059650 -0.385133
59 1 1 0.0 1.393433 2.213650 -2.308133
60 1 1 0.0 1.858433 2.745650 -1.115133
