# Radial distribution function: CC
# Row Dist g(r)
1 0.000000 0.004889
2 0.050251 0.011857
3 0.100503 0.004196
4 0.150754 0.002849
5 0.201005 0.000804
6 0.251256 0.006682
7 0.301508 0.006864
8 0.351759 0.001976
9 0.402010 0.010412
10 0.452261 0.004555
11 0.502513 0.009623
12 0.552764 0.004931
13 0.603015 0.008733
14 0.653266 0.008448
15 0.703518 0.005494
16 0.753769 0.016773
17 0.804020 0.010641
18 0.854271 0.003896
19 0.904523 0.001520
20 0.954774 0.000549
21 1.005025 0.014072
22 1.055276 0.006263
23 1.105528 0.008199
24 1.155779 0.017100
25 1.206030 0.009910
26 1.256281 0.009183
27 1.306533 0.000568
28 1.356784 0.002492
29 1.407035 0.002654
30 1.457286 0.010829
31 1.507538 0.001849
32 1.557789 0.001556
33 1.608040 0.014066
34 1.658291 0.002485
35 1.708543 0.002372
36 1.758794 0.007651
37 1.809045 0.013901
38 1.859296 0.001095
39 1.909548 0.006553
40 1.959799 0.005911
41 2.010050 0.006880
42 2.060302 0.003039
43 2.110553 0.002876
44 2.160804 0.006716
45 2.211055 0.002980
46 2.261307 0.003232
47 2.311558 0.202622
48 2.361809 0.697501
49 2.412060 0.808252
50 2.462312 2.339415
51 2.512563 4.437904
52 2.562814 6.674209
53 2.613065 6.645090
54 2.663317 9.398934
55 2.713568 11.031340
56 2.763819 12.632819
57 2.814070 12.852345
58 2.864322 14.545864
59 2.914573 15.093959
60 2.964824 16.412104
61 3.015075 16.078932
62 3.065327 15.726328
63 3.115578 16.828991
64 3.165829 16.739132
65 3.216080 16.460381
66 3.266332 16.612495
67 3.316583 16.566666
68 3.366834 17.119755
69 3.417085 16.788960
70 3.467337 16.773449
71 3.517588 17.007750
72 3.567839 16.677263
73 3.618090 17.023993
74 3.668342 16.834143
75 3.718593 16.367369
76 3.768844 16.482939
77 3.819095 16.768986
78 3.869347 16.398912
79 3.919598 16.445435
80 3.969849 16.267466
81 4.020101 15.749038
82 4.070352 15.534596
83 4.120603 15.101193
84 4.170854 15.181494
85 4.221106 15.269261
86 4.271357 14.701974
87 4.321608 14.261463
88 4.371859 13.921247
89 4.422111 14.108638
90 4.472362 13.331907
91 4.522613 12.997833
92 4.572864 12.455839
93 4.623116 12.740810
94 4.673367 11.937932
95 4.723618 11.060888
96 4.773869 10.314409
97 4.824121 10.083891
98 4.874372 9.861263
99 4.924623 8.581504
100 4.974874 7.927036
101 5.025126 7.959920
102 5.075377 7.358553
103 5.125628 6.524869
104 5.175879 5.331079
105 5.226131 5.316354
106 5.276382 4.657650
107 5.326633 3.856379
108 5.376884 3.189646
109 5.427136 3.200035
110 5.477387 2.600440
111 5.527638 1.770655
112 5.577889 1.302435
113 5.628141 1.638804
114 5.678392 0.882809
115 5.728643 0.446928
116 5.778894 0.457407
117 5.829146 0.245924
118 5.879397 0.151250
119 5.929648 0.548800
120 5.979899 0.179654
121 6.030151 0.275719
122 6.080402 0.219867
123 6.130653 0.128383
124 6.180905 0.172814
125 6.231156 0.274412
126 6.281407 0.254419
127 6.331658 0.143592
128 6.381910 0.189630
129 6.432161 0.082969
130 6.482412 0.159936
131 6.532663 0.116144
132 6.582915 0.200000
133 6.633166 0.234328
134 6.683417 0.334108
135 6.733668 0.197437
136 6.783920 0.330671
137 6.834171 0.083156
138 6.884422 0.148787
139 6.934673 0.216291
140 6.984925 0.294505
141 7.035176 0.220207
142 7.085427 0.223974
143 7.135678 0.210037
144 7.185930 0.208317
145 7.236181 0.376116
146 7.286432 0.259020
147 7.336683 0.204483
148 7.386935 0.261239
149 7.437186 0.345662
150 7.487437 0.391882
151 7.537688 0.245482
152 7.587940 0.129084
153 7.638191 0.136670
154 7.688442 0.167782
155 7.738693 0.214082
156 7.788945 0.172549
157 7.839196 0.129374
158 7.889447 0.343055
159 7.939698 0.312262
160 7.989950 0.090959
161 8.040201 0.195029
162 8.090452 0.272436
163 8.140704 0.298409
164 8.190955 0.282661
165 8.241206 0.186101
166 8.291457 0.330707
167 8.341709 0.174460
168 8.391960 0.115300
169 8.442211 0.084940
170 8.492462 0.352711
171 8.542714 0.197050
172 8.592965 0.248011
173 8.643216 0.260302
174 8.693467 0.568709
175 8.743719 0.321869
176 8.793970 0.358868
177 8.844221 0.414965
178 8.894472 0.131781
179 8.944724 0.239247
180 8.994975 0.206174
181 9.045226 0.255675
182 9.095477 0.632136
183 9.145729 0.551113
184 9.195980 0.469612
185 9.246231 0.331234
186 9.296482 0.360583
187 9.346734 0.364722
188 9.396985 0.585960
189 9.447236 0.254418
190 9.497487 0.324979
191 9.547739 0.429270
192 9.597990 0.317032
193 9.648241 0.436420
194 9.698492 0.331294
195 9.748744 0.284999
196 9.798995 0.192272
197 9.849246 0.371799
198 9.899497 0.346727
199 9.949749 0.468967
200 10.000000 0.504304
