# Radial distribution function: OO
# Row Dist g(r)
1 0.000000 0.007433
2 0.050251 0.011790
3 0.100503 0.014919
4 0.150754 0.002270
5 0.201005 0.003786
6 0.251256 0.010503
7 0.301508 0.017106
8 0.351759 0.000288
9 0.402010 0.029928
10 0.452261 0.007577
11 0.502513 0.010044
12 0.552764 0.000605
13 0.603015 0.003679
14 0.653266 0.002965
15 0.703518 0.006708
16 0.753769 0.021975
17 0.804020 0.005876
18 0.854271 0.001800
19 0.904523 0.012628
20 0.954774 0.009775
21 1.005025 0.007065
22 1.055276 0.011808
23 1.105528 0.011523
24 1.155779 0.006769
25 1.206030 0.006563
26 1.256281 0.000741
27 1.306533 0.013074
28 1.356784 0.010933
29 1.407035 0.001768
30 1.457286 0.011257
31 1.507538 0.002480
32 1.557789 0.009911
33 1.608040 0.003125
34 1.658291 0.002998
35 1.708543 0.007239
36 1.758794 0.008559
37 1.809045 0.007473
38 1.859296 0.005402
39 1.909548 0.009218
40 1.959799 0.003697
41 2.010050 0.006966
42 2.060302 0.027091
43 2.110553 0.323286
44 2.160804 2.009410
45 2.211055 2.106644
46 2.261307 3.432567
47 2.311558 3.138956
48 2.361809 2.071862
49 2.412060 2.196677
50 2.462312 1.619331
51 2.512563 0.826096
52 2.562814 0.792875
53 2.613065 0.649412
54 2.663317 0.556167
55 2.713568 0.549776
56 2.763819 0.430355
57 2.814070 0.590607
58 2.864322 0.634566
59 2.914573 0.715508
60 2.964824 0.607803
61 3.015075 0.608853
62 3.065327 0.765841
63 3.115578 0.629929
64 3.165829 0.903853
65 3.216080 0.771154
66 3.266332 0.803385
67 3.316583 0.877049
68 3.366834 1.059885
69 3.417085 0.901807
70 3.467337 0.801012
71 3.517588 1.018018
72 3.567839 0.828267
73 3.618090 0.980289
74 3.668342 0.996230
75 3.718593 1.064869
76 3.768844 0.945711
77 3.819095 0.922135
78 3.869347 0.962020
79 3.919598 1.023607
80 3.969849 0.597114
81 4.020101 0.853517
82 4.070352 0.923974
83 4.120603 0.910630
84 4.170854 0.914928
85 4.221106 0.727468
86 4.271357 0.816239
87 4.321608 1.031100
88 4.371859 0.794164
89 4.422111 0.751990
90 4.472362 0.646451
91 4.522613 0.714257
92 4.572864 0.863005
93 4.623116 0.579588
94 4.673367 0.629220
95 4.723618 0.710548
96 4.773869 0.766864
97 4.824121 0.752853
98 4.874372 0.815304
99 4.924623 0.701866
100 4.974874 0.870325
101 5.025126 0.830376
102 5.075377 0.778179
103 5.125628 0.545159
104 5.175879 0.810125
105 5.226131 0.832512
106 5.276382 0.770290
107 5.326633 0.888526
108 5.376884 0.914397
109 5.427136 0.717253
110 5.477387 0.734921
111 5.527638 0.717362
112 5.577889 0.702169
113 5.628141 0.962036
114 5.678392 0.968917
115 5.728643 0.703610
116 5.778894 0.931641
117 5.829146 0.736818
118 5.879397 0.859115
119 5.929648 0.970348
120 5.979899 0.824269
121 6.030151 0.818029
122 6.080402 0.976223
123 6.130653 0.719363
124 6.180905 0.937085
125 6.231156 0.987969
126 6.281407 0.789332
127 6.331658 0.954676
128 6.381910 0.813316
129 6.432161 1.094194
130 6.482412 0.457682
131 6.532663 0.946453
132 6.582915 0.663082
133 6.633166 0.805546
134 6.683417 1.063393
135 6.733668 0.976597
136 6.783920 1.026437
137 6.834171 0.810802
138 6.884422 0.745462
139 6.934673 0.964140
140 6.984925 0.962983
141 7.035176 0.875938
142 7.085427 0.825821
143 7.135678 0.813604
144 7.185930 0.736859
145 7.236181 0.906213
146 7.286432 0.801965
147 7.336683 1.056864
148 7.386935 0.662111
149 7.437186 0.665063
150 7.487437 0.964060
151 7.537688 0.669704
152 7.587940 0.907054
153 7.638191 0.712283
154 7.688442 0.881860
155 7.738693 0.792858
156 7.788945 0.680270
157 7.839196 0.811256
158 7.889447 0.731371
159 7.939698 0.736974
160 7.989950 0.765355
161 8.040201 0.608585
162 8.090452 0.657531
163 8.140704 0.682417
164 8.190955 0.926453
165 8.241206 0.979135
166 8.291457 0.767759
167 8.341709 0.973180
168 8.391960 0.830858
169 8.442211 0.629726
170 8.492462 0.951178
171 8.542714 0.664085
172 8.592965 0.697096
173 8.643216 0.842367
174 8.693467 1.069387
175 8.743719 0.702248
176 8.793970 0.729817
177 8.844221 1.056299
178 8.894472 0.800640
179 8.944724 0.848526
180 8.994975 0.823088
181 9.045226 0.876509
182 9.095477 0.541422
183 9.145729 0.721445
184 9.195980 0.753874
185 9.246231 0.616931
186 9.296482 0.761360
187 9.346734 0.842415
188 9.396985 0.810194
189 9.447236 0.749940
190 9.497487 0.775223
191 9.547739 0.905135
192 9.597990 0.965821
193 9.648241 0.939484
194 9.698492 0.896063
195 9.748744 0.828453
196 9.798995 1.012709
197 9.849246 0.775144
198 9.899497 0.513689
199 9.949749 0.925248
200 10.000000 1.019453
