# TimeStep Temp Press PotEng KinEng Volume Density
0 297.06 -49.49 -21155.91 3350.00 54000.00 1.0444
100 298.21 -157.56 -21072.07 3350.00 54000.00 1.0469
200 298.79 -164.59 -21046.65 3350.00 54000.00 1.0473
300 299.19 -158.70 -21019.50 3350.00 54000.00 1.0476
400 299.45 -147.93 -20993.73 3350.00 54000.00 1.0478
500 299.63 -136.34 -20971.15 3350.00 54000.00 1.0478
600 299.75 -125.64 -20952.27 3350.00 54000.00 1.0478
700 299.84 -116.47 -20936.97 3350.00 54000.00 1.0477
800 299.89 -108.94 -20924.86 3350.00 54000.00 1.0476
900 299.93 -102.91 -20915.44 3350.00 54000.00 1.0475
1000 299.96 -98.15 -20908.24 3350.00 54000.00 1.0474
1100 299.98 -94.45 -20902.79 3350.00 54000.00 1.0474
1200 299.99 -91.59 -20898.70 3350.00 54000.00 1.0473
1300 300.00 -89.38 -20895.64 3350.00 54000.00 1.0473
1400 300.01 -87.67 -20893.36 3350.00 54000.00 1.0473
1500 300.01 -86.34 -20891.67 3350.00 54000.00 1.0472
1600 300.01 -85.31 -20890.40 3350.00 54000.00 1.0472
1700 300.02 -84.51 -20889.45 3350.00 54000.00 1.0472
1800 300.02 -83.87 -20888.72 3350.00 54000.00 1.0472
1900 300.02 -83.37 -20888.16 3350.00 54000.00 1.0472
2000 300.02 -82.96 -20887.72 3350.00 54000.00 1.0472
2100 300.02 -82.64 -20887.37 3350.00 54000.00 1.0472
2200 300.02 -82.36 -20887.09 3350.00 54000.00 1.0472
2300 300.02 -82.14 -20886.85 3350.00 54000.00 1.0472
2400 300.03 -81.96 -20886.65 3350.00 54000.00 1.0471
2500 300.03 -81.80 -20886.48 3350.00 54000.00 1.0471
2600 300.03 -81.66 -20886.33 3350.00 54000.00 1.0471
2700 300.03 -81.54 -20886.19 3350.00 54000.00 1.0471
2800 300.03 -81.44 -20886.06 3350.00 54000.00 1.0471
2900 300.03 -81.35 -20885.94 3350.00 54000.00 1.0471
3000 300.03 -81.26 -20885.83 3350.00 54000.00 1.0471
3100 300.03 -81.19 -20885.73 3350.00 54000.00 1.0471
3200 300.03 -81.12 -20885.64 3350.00 54000.00 1.0471
3300 300.03 -81.06 -20885.55 3350.00 54000.00 1.0471
3400 300.03 -81.00 -20885.46 3350.00 54000.00 1.0471
3500 300.03 -80.95 -20885.38 3350.00 54000.00 1.0471
3600 300.03 -80.90 -20885.30 3350.00 54000.00 1.0471
3700 300.03 -80.86 -20885.22 3350.00 54000.00 1.0471
3800 300.03 -80.82 -20885.15 3350.00 54000.00 1.0471
3900 300.03 -80.78 -20885.10 3350.00 54000.00 1.0471
4000 300.03 -80.74 -20885.03 3350.00 54000.00 1.0471
4100 300.03 -80.71 -20884.96 3350.00 54000.00 1.0471
4200 300.03 -80.67 -20884.90 3350.00 54000.00 1.0471
4300 300.03 -80.64 -20884.85 3350.00 54000.00 1.0471
4400 300.03 -80.62 -20884.79 3350.00 54000.00 1.0471
4500 300.03 -80.59 -20884.74 3350.00 54000.00 1.0471
4600 300.03 -80.56 -20884.69 3350.00 54000.00 1.0471
4700 300.03 -80.54 -20884.63 3350.00 54000.00 1.0471
4800 300.03 -80.51 -20884.59 3350.00 54000.00 1.0471
4900 300.03 -80.49 -20884.55 3350.00 54000.00 1.0471
5000 300.03 -80.47 -20884.50 3350.00 54000.00 1.0471
5100 300.03 -80.45 -20884.46 3350.00 54000.00 1.0471
5200 300.03 -80.43 -20884.42 3350.00 54000.00 1.0471
5300 300.03 -80.41 -20884.38 3350.00 54000.00 1.0471
5400 300.03 -80.39 -20884.34 3350.00 54000.00 1.0471
5500 300.03 -80.38 -20884.31 3350.00 54000.00 1.0471
5600 300.03 -80.36 -20884.28 3350.00 54000.00 1.0471
5700 300.03 -80.34 -20884.24 3350.00 54000.00 1.0471
5800 300.03 -80.33 -20884.21 3350.00 54000.00 1.0471
5900 300.03 -80.31 -20884.18 3350.00 54000.00 1.0471
6000 300.03 -80.29 -20884.15 3350.00 54000.00 1.0471
6100 300.03 -80.28 -20884.12 3350.00 54000.00 1.0471
6200 300.03 -80.27 -20884.10 3350.00 54000.00 1.0471
6300 300.03 -80.26 -20884.08 3350.00 54000.00 1.0471
6400 300.03 -80.25 -20884.05 3350.00 54000.00 1.0471
