# Radial distribution function: CO
# Row Dist g(r)
1 0.000000 0.006027
2 0.050251 0.113742
3 0.100503 0.011687
4 0.150754 0.005810
5 0.201005 0.001570
6 0.251256 0.000660
7 0.301508 0.030162
8 0.351759 0.010118
9 0.402010 0.020287
10 0.452261 0.021439
11 0.502513 0.012224
12 0.552764 0.017300
13 0.603015 0.034859
14 0.653266 0.003099
15 0.703518 0.025101
16 0.753769 0.015834
17 0.804020 0.018959
18 0.854271 0.024069
19 0.904523 0.012648
20 0.954774 0.017481
21 1.005025 0.000783
22 1.055276 0.008357
23 1.105528 0.016750
24 1.155779 0.014411
25 1.206030 0.017426
26 1.256281 0.012627
27 1.306533 0.011052
28 1.356784 0.013310
29 1.407035 0.012552
30 1.457286 0.022719
31 1.507538 0.007779
32 1.557789 0.025579
33 1.608040 0.013130
34 1.658291 0.009651
35 1.708543 0.011494
36 1.758794 0.017957
37 1.809045 0.020423
38 1.859296 0.010846
39 1.909548 0.023943
40 1.959799 0.017751
41 2.010050 0.017514
42 2.060302 0.014323
43 2.110553 0.013087
44 2.160804 0.020332
45 2.211055 0.029911
46 2.261307 0.001028
47 2.311558 0.015000
48 2.361809 0.023431
49 2.412060 0.033547
50 2.462312 0.026982
51 2.512563 0.091055
52 2.562814 0.206471
53 2.613065 0.245921
54 2.663317 0.365991
55 2.713568 0.289465
56 2.763819 0.449535
57 2.814070 0.536268
58 2.864322 0.653909
59 2.914573 0.675139
60 2.964824 0.437014
61 3.015075 0.503298
62 3.065327 0.566700
63 3.115578 0.507882
64 3.165829 0.472236
65 3.216080 0.351538
66 3.266332 0.399332
67 3.316583 0.543106
68 3.366834 0.618276
69 3.417085 0.427539
70 3.467337 0.527805
71 3.517588 0.565932
72 3.567839 0.560405
73 3.618090 0.463326
74 3.668342 0.490469
75 3.718593 0.748395
76 3.768844 0.535492
77 3.819095 0.604135
78 3.869347 0.659025
79 3.919598 0.584638
80 3.969849 0.699233
81 4.020101 0.542647
82 4.070352 0.412116
83 4.120603 0.358609
84 4.170854 0.630553
85 4.221106 0.588579
86 4.271357 0.535367
87 4.321608 0.496230
88 4.371859 0.692981
89 4.422111 0.467680
90 4.472362 0.482444
91 4.522613 0.385431
92 4.572864 0.424572
93 4.623116 0.574383
94 4.673367 0.649669
95 4.723618 0.800684
96 4.773869 0.735908
97 4.824121 0.726199
98 4.874372 0.356670
99 4.924623 0.704649
100 4.974874 0.427775
101 5.025126 0.663459
102 5.075377 0.793173
103 5.125628 0.715029
104 5.175879 0.669983
105 5.226131 0.956863
106 5.276382 0.625438
107 5.326633 0.758029
108 5.376884 0.738521
109 5.427136 0.839037
110 5.477387 0.805768
111 5.527638 0.659389
112 5.577889 0.731642
113 5.628141 0.616565
114 5.678392 0.554228
115 5.728643 0.765772
116 5.778894 0.757070
117 5.829146 0.809945
118 5.879397 0.755544
119 5.929648 0.709109
120 5.979899 0.711986
121 6.030151 0.738085
122 6.080402 0.857314
123 6.130653 0.896433
124 6.180905 0.904620
125 6.231156 0.852265
126 6.281407 1.121222
127 6.331658 0.894665
128 6.381910 0.957543
129 6.432161 0.774590
130 6.482412 0.825269
131 6.532663 0.802041
132 6.582915 0.797258
133 6.633166 0.799914
134 6.683417 1.014954
135 6.733668 0.947574
136 6.783920 1.095689
137 6.834171 1.104870
138 6.884422 0.919152
139 6.934673 0.906582
140 6.984925 1.039986
141 7.035176 0.973928
142 7.085427 0.790539
143 7.135678 0.791567
144 7.185930 0.825426
145 7.236181 1.173538
146 7.286432 0.916301
147 7.336683 1.325683
148 7.386935 1.007934
149 7.437186 0.870338
150 7.487437 0.712818
151 7.537688 1.009828
152 7.587940 0.725206
153 7.638191 0.817619
154 7.688442 0.688338
155 7.738693 0.685990
156 7.788945 1.016533
157 7.839196 0.784478
158 7.889447 0.856804
159 7.939698 0.917017
160 7.989950 0.754495
161 8.040201 0.582749
162 8.090452 0.886328
163 8.140704 0.703611
164 8.190955 0.694104
165 8.241206 0.840937
166 8.291457 0.904378
167 8.341709 0.711117
168 8.391960 0.628540
169 8.442211 0.749427
170 8.492462 0.862302
171 8.542714 0.722190
172 8.592965 0.666682
173 8.643216 0.724901
174 8.693467 1.209241
175 8.743719 0.927510
176 8.793970 0.842620
177 8.844221 0.795364
178 8.894472 0.734476
179 8.944724 0.760892
180 8.994975 0.829057
181 9.045226 0.923797
182 9.095477 0.568454
183 9.145729 1.000628
184 9.195980 1.029770
185 9.246231 0.950547
186 9.296482 0.871130
187 9.346734 0.791387
188 9.396985 0.869462
189 9.447236 0.662918
190 9.497487 1.104161
191 9.547739 0.853583
192 9.597990 0.689282
193 9.648241 0.899826
194 9.698492 1.158297
195 9.748744 0.686033
196 9.798995 0.700387
197 9.849246 1.098797
198 9.899497 1.121886
199 9.949749 0.637649
200 10.000000 0.847630
