# TimeStep Temp Press PotEng KinEng Volume Density
0 297.07 -6.20 -21126.64 3350.00 54000.00 1.0453
100 298.18 -170.85 -21050.09 3350.00 54000.00 1.0456
200 298.62 -208.38 -21029.54 3350.00 54000.00 1.0455
300 298.90 -227.90 -21013.99 3350.00 54000.00 1.0454
400 299.08 -236.69 -21001.38 3350.00 54000.00 1.0454
500 299.21 -240.00 -20991.47 3350.00 54000.00 1.0453
600 299.30 -240.59 -20983.84 3350.00 54000.00 1.0453
700 299.37 -239.86 -20978.02 3350.00 54000.00 1.0454
800 299.42 -238.59 -20973.58 3350.00 54000.00 1.0454
900 299.46 -237.13 -20970.20 3350.00 54000.00 1.0454
1000 299.49 -235.69 -20967.60 3350.00 54000.00 1.0454
1100 299.52 -234.34 -20965.60 3350.00 54000.00 1.0455
1200 299.54 -233.14 -20964.05 3350.00 54000.00 1.0455
1300 299.55 -232.09 -20962.84 3350.00 54000.00 1.0455
1400 299.56 -231.20 -20961.89 3350.00 54000.00 1.0455
1500 299.57 -230.44 -20961.16 3350.00 54000.00 1.0455
1600 299.58 -229.81 -20960.58 3350.00 54000.00 1.0455
1700 299.59 -229.27 -20960.12 3350.00 54000.00 1.0455
1800 299.59 -228.83 -20959.76 3350.00 54000.00 1.0455
1900 299.60 -228.47 -20959.48 3350.00 54000.00 1.0455
2000 299.60 -228.17 -20959.27 3350.00 54000.00 1.0455
2100 299.60 -227.93 -20959.09 3350.00 54000.00 1.0455
2200 299.61 -227.73 -20958.95 3350.00 54000.00 1.0455
2300 299.61 -227.56 -20958.84 3350.00 54000.00 1.0455
2400 299.61 -227.42 -20958.75 3350.00 54000.00 1.0455
2500 299.61 -227.31 -20958.68 3350.00 54000.00 1.0455
2600 299.61 -227.22 -20958.62 3350.00 54000.00 1.0455
2700 299.61 -227.16 -20958.58 3350.00 54000.00 1.0455
2800 299.61 -227.10 -20958.55 3350.00 54000.00 1.0455
2900 299.61 -227.05 -20958.53 3350.00 54000.00 1.0455
3000 299.61 -227.01 -20958.51 3350.00 54000.00 1.0455
3100 299.61 -226.98 -20958.49 3350.00 54000.00 1.0455
3200 299.61 -226.96 -20958.48 3350.00 54000.00 1.0455
3300 299.61 -226.94 -20958.47 3350.00 54000.00 1.0455
3400 299.61 -226.92 -20958.47 3350.00 54000.00 1.0455
3500 299.61 -226.91 -20958.46 3350.00 54000.00 1.0455
3600 299.61 -226.90 -20958.46 3350.00 54000.00 1.0455
